ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,ctrl_log_10_HL,os_log_10_HL,rs_uniprot,group_3,rs_half_life,rs_log_10_HL
Q9D0F3,ctrl,3.39284072,0.530563472,Q923B6,iso,8.687687918,0.530563472,0.938904212,Q5NCS9,CaNrf2-TG,5.126638664,0.709832709
Q9JHS3,ctrl,3.38879335,0.530045086,Q499X9,iso,8.717681068,0.530045086,0.940400977,Q6ZQ73,CaNrf2-TG,5.117403455,0.709049658
P17879,ctrl,3.384755624,0.529527319,Q9DB15,iso,8.727724859,0.529527319,0.940901047,Q8VDD5,CaNrf2-TG,5.108201459,0.708268017
P56394,ctrl,3.384755624,0.529527319,P40142,iso,8.727779806,0.529527319,0.940903781,O35344,CaNrf2-TG,5.103594071,0.707876124
Q9EQK5,ctrl,3.376708971,0.528493632,P56375,iso,8.734433587,0.528493632,0.941234747,P14211,CaNrf2-TG,5.089859016,0.706705753
O35566,ctrl,3.372683563,0.527975596,Q8VDG5,iso,8.741152636,0.527975596,0.941568704,Q8BX02,CaNrf2-TG,5.07621628,0.705540118
P51125,ctrl,3.35971994,0.526303077,P70349,iso,8.751305859,0.526303077,0.942072863,Q06138,CaNrf2-TG,5.062646483,0.704377602
O88746,ctrl,3.356742475,0.525918024,Q8VCA8,iso,8.754621794,0.525918024,0.942237389,Q80UM3,CaNrf2-TG,5.053640185,0.703604317
Q62147,ctrl,3.355003996,0.525693042,Q91VF2,iso,8.754621794,0.525693042,0.942237389,P67871,CaNrf2-TG,5.044665875,0.702832407
B2RQC6,ctrl,3.35278072,0.52540515,Q9JI91,iso,8.774903542,0.52540515,0.943242351,Q9D783,CaNrf2-TG,5.044665875,0.702832407
Q9JHJ0,ctrl,3.350803348,0.525148941,Q8K199,iso,8.781685023,0.525148941,0.943577856,Q3THK7,CaNrf2-TG,5.035723381,0.702061866
Q922Y1,ctrl,3.344869059,0.524379121,Q8BK72,iso,8.78853271,0.524379121,0.943916373,Q9WTQ5,CaNrf2-TG,5.031227494,0.701673955
Q8BK64,ctrl,3.338979879,0.523613802,Q9D6Y7,iso,8.822707354,0.523613802,0.945601874,P46638,CaNrf2-TG,5.026776081,0.70128954
Q62448,ctrl,3.333095372,0.522847741,Q01768,iso,8.829506717,0.522847741,0.945936441,P57776,CaNrf2-TG,5.013468978,0.700138332
E9Q557,ctrl,3.327239556,0.522084071,P53026,iso,8.836429216,0.522084071,0.946276803,P97384,CaNrf2-TG,5.004636649,0.699372552
Q91YS8,ctrl,3.323339129,0.521574661,Q60994,iso,8.836429216,0.521574661,0.946276803,Q61768,CaNrf2-TG,5.000232144,0.698990168
P23116,ctrl,3.305927374,0.519293309,O54724,iso,8.864001388,0.519293309,0.947629815,P48774,CaNrf2-TG,5.000232144,0.698990168
P60335,ctrl,3.305927374,0.519293309,Q9CYH2,iso,8.864001388,0.519293309,0.947629815,Q8BRK8,CaNrf2-TG,4.991446352,0.698226408
B1AY13,ctrl,3.30208459,0.518788195,Q9CZW5,iso,8.864001388,0.518788195,0.947629815,Q8C878,CaNrf2-TG,4.98269138,0.697463988
Q3B7Z2,ctrl,3.298250731,0.518283667,O35900,iso,8.905683788,0.518283667,0.949667271,Q8BX70,CaNrf2-TG,4.95657433,0.695181623
Q99K51,ctrl,3.298250731,0.518283667,Q8C7H1,iso,8.905683788,0.518283667,0.949667271,Q9Z0E6,CaNrf2-TG,4.943635836,0.694046472
P46737,ctrl,3.296329299,0.518030591,P05201,iso,8.912668997,0.518030591,0.950007778,Q8CGY6,CaNrf2-TG,4.935047635,0.693291349
Q6A0D4,ctrl,3.286786796,0.516771534,P19123,iso,8.919665173,0.516771534,0.950348552,O89114,CaNrf2-TG,4.930764715,0.692914279
Q8R2Y2,ctrl,3.284886478,0.516520365,Q9JKL4,iso,8.92667234,0.516520365,0.950689594,Q9WUK2,CaNrf2-TG,4.930764715,0.692914279
P22892,ctrl,3.282988356,0.516269342,Q9CPU0,iso,8.951284366,0.516269342,0.951885354,Q8K212,CaNrf2-TG,4.930747177,0.692912735
P10605,ctrl,3.281092426,0.516018464,P82347,iso,9.018895069,0.516018464,0.955153334,P39054,CaNrf2-TG,4.92220366,0.692159579
P11983,ctrl,3.277307129,0.515517143,Q3UJU9,iso,9.03323447,0.515517143,0.955843283,Q9Z1D1,CaNrf2-TG,4.917960442,0.691785031
Q8BRF7,ctrl,3.275417754,0.515266699,P17751,iso,9.054829269,0.515266699,0.956880266,Q61001,CaNrf2-TG,4.909443754,0.691032289
O70194,ctrl,3.271645532,0.514766244,P49442,iso,9.062050498,0.514766244,0.957226478,A3KFX0,CaNrf2-TG,4.909426368,0.691030751
P22599,ctrl,3.267881988,0.514266365,Q62000,iso,9.062050498,0.514266365,0.957226478,Q91YP3,CaNrf2-TG,4.903088577,0.690469739
P70698,ctrl,3.260365481,0.513266286,Q8K2M0,iso,9.10562091,0.513266286,0.959309566,P98197,CaNrf2-TG,4.896732535,0.689906383
Q80XL6,ctrl,3.25663548,0.51276915,P48678,iso,9.142250924,0.51276915,0.961053137,P70170,CaNrf2-TG,4.884121383,0.688786449
Q8BH04,ctrl,3.249178177,0.511773528,P62270,iso,9.171767811,0.511773528,0.962453052,Q921I1,CaNrf2-TG,4.875721394,0.688038881
Q80TV8,ctrl,3.245466117,0.511277079,Q9D7J4,iso,9.190373776,0.511277079,0.963333175,Q9CQY6,CaNrf2-TG,4.867367338,0.687294124
Q9QUR7,ctrl,3.239906332,0.510532455,Q8R1G2,iso,9.201475913,0.510532455,0.963857494,Q61147,CaNrf2-TG,4.865283296,0.687108133
Q8BTX9,ctrl,3.231613578,0.509419424,P61255,iso,9.208933034,0.509419424,0.964209315,Q9CYN2,CaNrf2-TG,4.863183976,0.686920699
P17426,ctrl,3.223355673,0.508308229,O55111,iso,9.246524026,0.508308229,0.965978502,Q3TCH7,CaNrf2-TG,4.854889794,0.686179376
Q9D0R2,ctrl,3.223355673,0.508308229,Q9Z1J3,iso,9.254054372,0.508308229,0.966332047,P26040,CaNrf2-TG,4.850727843,0.685806909
O88712,ctrl,3.212420485,0.506832387,O88696,iso,9.265372916,0.506832387,0.966862904,P19221,CaNrf2-TG,4.846573023,0.685434761
Q78PY7,ctrl,3.212420485,0.506832387,Q64105,iso,9.276719182,0.506832387,0.96739441,G5E829,CaNrf2-TG,4.838318469,0.684694451
Q61166,ctrl,3.20696583,0.506094333,P54320,iso,9.28429881,0.506094333,0.96774911,P32233,CaNrf2-TG,4.813722659,0.682481065
Q9JLV1,ctrl,3.205164076,0.505850266,P49817,iso,9.291890834,0.505850266,0.968104099,P19324,CaNrf2-TG,4.809647649,0.682113261
P40240,ctrl,3.205156666,0.505849262,Q3UV70,iso,9.318560979,0.505849262,0.969348851,Q99P31,CaNrf2-TG,4.791378598,0.680460489
Q9D1P4,ctrl,3.194344402,0.504381738,O09131,iso,9.322383502,0.504381738,0.969526965,Q9QYJ0,CaNrf2-TG,4.789359105,0.680277402
P53994,ctrl,3.190756507,0.503893664,Q9D8E6,iso,9.326209164,0.503893664,0.969705151,Q91ZU6,CaNrf2-TG,4.783310829,0.679728603
Q71FD7,ctrl,3.188063539,0.503526968,Q3UDE2,iso,9.345384664,0.503526968,0.970597182,P47955,CaNrf2-TG,4.773247809,0.678813982
Q9QZH6,ctrl,3.18359022,0.502917162,P47964,iso,9.360781933,0.502917162,0.971312128,Q9EQQ9,CaNrf2-TG,4.773247809,0.678813982
Q61699,ctrl,3.180033723,0.502431726,P55292,iso,9.360781933,0.502431726,0.971312128,Q9CX34,CaNrf2-TG,4.771259989,0.678633082
Q8VHL1,ctrl,3.180026428,0.502430729,Q9R1P4,iso,9.360781933,0.502430729,0.971312128,P28665,CaNrf2-TG,4.75726087,0.677356967
Q6P549,ctrl,3.176470607,0.501944841,Q01730,iso,9.368562921,0.501944841,0.971672978,Q9CQH7,CaNrf2-TG,4.75726087,0.677356967
Q99M01,ctrl,3.172922729,0.501459496,Q9CQ60,iso,9.415074239,0.501459496,0.973823749,Q9ET54,CaNrf2-TG,4.75726087,0.677356967
Q9JK92,ctrl,3.172922729,0.501459496,Q99N85,iso,9.446510856,0.501459496,0.975271428,Q921F4,CaNrf2-TG,4.755270029,0.677175184
Q9CQC9,ctrl,3.17115176,0.501217026,Q91WK1,iso,9.454306123,0.501217026,0.97562966,Q3UH68,CaNrf2-TG,4.749307492,0.676630289
Q6P4T2,ctrl,3.166725741,0.500610452,Q9CY64,iso,9.470129392,0.500610452,0.976355913,O88712,CaNrf2-TG,4.749307492,0.676630289
Q5SVR0,ctrl,3.165850696,0.500490429,Q8VCR7,iso,9.477963704,0.500490429,0.976715041,B1AY13,CaNrf2-TG,4.749307492,0.676630289
Q99PV0,ctrl,3.162326488,0.500006706,P19157,iso,9.485940805,0.500006706,0.97708041,Q8BVQ5,CaNrf2-TG,4.745324524,0.676265918
Q8R4S0,ctrl,3.153535853,0.498797773,Q9CQ40,iso,9.485940805,0.498797773,0.97708041,Q9JMH9,CaNrf2-TG,4.735436709,0.675360036
Q61743,ctrl,3.152668081,0.49867825,Q8BTY1,iso,9.517722556,0.49867825,0.978533041,Q9JKV1,CaNrf2-TG,4.733447926,0.675177604
P62141,ctrl,3.148293472,0.498075209,P15626,iso,9.533693426,0.498075209,0.979261182,Q3UPL0,CaNrf2-TG,4.729523774,0.674817413
Q64511,ctrl,3.137860825,0.496633677,Q3URE1,iso,9.533693426,0.496633677,0.979261182,Q61879,CaNrf2-TG,4.729523774,0.674817413
Q3TCH7,ctrl,3.120611837,0.494239751,Q9D1N9,iso,9.561771802,0.494239751,0.980538375,Q9D6M3,CaNrf2-TG,4.725573906,0.67445456
O55029,ctrl,3.110347587,0.492808925,P51885,iso,9.565796505,0.492808925,0.980721138,B2RXS4,CaNrf2-TG,4.713811872,0.673372246
Q9Z0N1,ctrl,3.101857052,0.49162178,Q99N92,iso,9.565796505,0.49162178,0.980721138,Q60823,CaNrf2-TG,4.696262288,0.671752344
Q9R0H0,ctrl,3.100164504,0.491384739,Q99JB2,iso,9.573856085,0.491384739,0.981086895,Q8VDJ3,CaNrf2-TG,4.69433806,0.671574362
Q61990,ctrl,3.083326352,0.489019495,P10649,iso,9.598116518,0.489019495,0.982186018,Q3KNM2,CaNrf2-TG,4.678858686,0.670139929
Q99KF1,ctrl,3.083326352,0.489019495,Q9R112,iso,9.63065567,0.489019495,0.983655856,Q8R3E3,CaNrf2-TG,4.678842894,0.670138463
Q8CIN4,ctrl,3.076647657,0.488077763,Q8BUY5,iso,9.638891979,0.488077763,0.984027113,Q80XB4,CaNrf2-TG,4.663481061,0.668710217
Q91V01,ctrl,3.066683688,0.486668983,Q8CHS7,iso,9.647008122,0.486668983,0.984392644,P22892,CaNrf2-TG,4.663481061,0.668710217
P05132,ctrl,3.063369922,0.486199444,P14206,iso,9.663416199,0.486199444,0.985130685,Q6P2B1,CaNrf2-TG,4.663481061,0.668710217
P97372,ctrl,3.063363153,0.486198484,Q9DAM5,iso,9.68001537,0.486198484,0.985876047,Q8C0N2,CaNrf2-TG,4.65583791,0.667997852
Q61249,ctrl,3.053484906,0.484795777,P57784,iso,9.68826865,0.484795777,0.986246173,Q63932,CaNrf2-TG,4.65583791,0.667997852
Q8BY87,ctrl,3.053484906,0.484795777,Q7TNG5,iso,9.696536016,0.484795777,0.986616615,Q8BGQ7,CaNrf2-TG,4.640626523,0.666576618
O35286,ctrl,3.037148668,0.482466051,P06745,iso,9.721422989,0.482466051,0.98772984,Q91WC0,CaNrf2-TG,4.621720679,0.664803695
P13020,ctrl,3.01938741,0.47991884,Q8JZS9,iso,9.754805024,0.47991884,0.989218593,Q9CR57,CaNrf2-TG,4.617964134,0.664450556
Q8BJS4,ctrl,3.01938741,0.47991884,P56376,iso,9.779992389,0.47991884,0.990338517,Q9DBS5,CaNrf2-TG,4.603014105,0.663042306
Q3U0S6,ctrl,3.005008066,0.477845642,Q8CEI1,iso,9.779992389,0.477845642,0.990338517,Q99L45,CaNrf2-TG,4.602998822,0.663040864
A6H611,ctrl,3.000247503,0.477157083,P16546,iso,9.788417106,0.477157083,0.990712467,P14142,CaNrf2-TG,4.569663878,0.659884257
P70313,ctrl,2.999455542,0.477042429,Q80YD1,iso,9.813778572,0.477042429,0.991836255,O89079,CaNrf2-TG,4.558649273,0.65883618
Q8C6I2,ctrl,2.998663998,0.476927806,Q3UQ84,iso,9.830759354,0.476927806,0.992587065,O54962,CaNrf2-TG,4.544065325,0.657444566
P32020,ctrl,2.990758579,0.475781357,Q99LX0,iso,9.830759354,0.475781357,0.992587065,Q9Z0P5,CaNrf2-TG,4.536808287,0.656750428
P11103,ctrl,2.989185073,0.475552805,Q8C3X4,iso,9.864897822,0.475552805,0.994092591,Q9ERP3,CaNrf2-TG,4.524149328,0.655536931
O70252,ctrl,2.982907569,0.474639796,P09411,iso,9.869252069,0.474639796,0.994284241,P26645,CaNrf2-TG,4.511560815,0.654326816
Q60875,ctrl,2.979778694,0.474184011,Q9DB60,iso,9.873469518,0.474184011,0.99446979,Q99PV0,CaNrf2-TG,4.511560815,0.654326816
Q8CGB6,ctrl,2.978210319,0.473955364,Q9QYA2,iso,9.886355028,0.473955364,0.995036202,O55234,CaNrf2-TG,4.507981143,0.653982091
A2AQ25,ctrl,2.976656377,0.473728703,Q05920,iso,9.916694287,0.473728703,0.996366925,O88967,CaNrf2-TG,4.490167653,0.652262557
Q61387,ctrl,2.973540596,0.473273872,Q60870,iso,9.934033401,0.473273872,0.997125616,Q9JHQ5,CaNrf2-TG,4.490153109,0.65226115
Q62446,ctrl,2.971978778,0.473045704,Q9DC70,iso,9.934033401,0.473045704,0.997125616,Q62448,CaNrf2-TG,4.486621835,0.651919466
Q5SSW2,ctrl,2.967315858,0.472363778,P35980,iso,9.947006207,0.472363778,0.997692389,O08715,CaNrf2-TG,4.47249439,0.650549804
Q9EQP2,ctrl,2.967315858,0.472363778,Q8VE38,iso,9.95136182,0.472363778,0.997882517,P21956,CaNrf2-TG,4.468962013,0.650206663
Q60714,ctrl,2.96421959,0.471910373,P17563,iso,9.951433256,0.471910373,0.997885635,Q924C5,CaNrf2-TG,4.467205113,0.650035894
P26645,ctrl,2.958046399,0.471004982,P08122,iso,9.9600845,0.471004982,0.998263023,Q6PD31,CaNrf2-TG,4.458426957,0.649181656
Q6ZQB6,ctrl,2.958046399,0.471004982,P70195,iso,9.96889417,0.471004982,0.998646986,Q9CY58,CaNrf2-TG,4.413375997,0.644770929
Q9CZ04,ctrl,2.956500812,0.470778003,P53702,iso,9.973197228,0.470778003,0.998834408,Q9Z1Q5,CaNrf2-TG,4.40311507,0.643760035
Q7TT50,ctrl,2.951898867,0.470101474,Q9D6M3,iso,9.995200735,0.470101474,0.999791521,Q9D0R2,CaNrf2-TG,4.396300918,0.643087411
Q61133,ctrl,2.951892581,0.47010055,P14152,iso,10.0105743,0.47010055,1.000458993,Q8VH51,CaNrf2-TG,4.396286976,0.643086034
P60843,ctrl,2.945770574,0.46919892,P00329,iso,10.05267732,0.46919892,1.002281743,Q8CI66,CaNrf2-TG,4.379343621,0.641409023
Q9CX80,ctrl,2.942712837,0.468747884,Q8R404,iso,10.11081877,0.468747884,1.004786326,Q811U4,CaNrf2-TG,4.36922638,0.640404547
Q8BYJ6,ctrl,2.939667674,0.468298237,P62281,iso,10.13795486,0.468298237,1.005950353,P15105,CaNrf2-TG,4.335882478,0.637077502
Q64462,ctrl,2.933596217,0.467400337,Q64516,iso,10.15607705,0.467400337,1.006725987,Q9WVB0,CaNrf2-TG,4.335882478,0.637077502
Q8CIZ8,ctrl,2.932076068,0.467175233,Q924M7,iso,10.21083445,0.467175233,1.009061235,P70398,CaNrf2-TG,4.322660026,0.63575108
P09528,ctrl,2.930569884,0.466952082,Q9WU79,iso,10.21090966,0.466952082,1.009064434,Q6P542,CaNrf2-TG,4.319373734,0.635420783
Q9CYZ2,ctrl,2.92452974,0.466056042,Q80W21,iso,10.2709013,0.466056042,1.011608556,Q9CYZ2,CaNrf2-TG,4.311179822,0.634596138
Q9CQY6,ctrl,2.912529962,0.464270402,Q5U458,iso,10.27554525,0.464270402,1.011804876,P97872,CaNrf2-TG,4.309558166,0.634432747
Q9CR09,ctrl,2.906563878,0.463379872,Q9CZ30,iso,10.28484577,0.463379872,1.012197783,Q9QZF2,CaNrf2-TG,4.309544768,0.634431397
O35887,ctrl,2.894710781,0.461605179,A2ASS6,iso,10.35042379,0.461605179,1.014958132,Q9DB05,CaNrf2-TG,4.303016939,0.633773056
Q9QXB9,ctrl,2.894710781,0.461605179,Q8VDC0,iso,10.37412528,0.461605179,1.015951488,Q61838,CaNrf2-TG,4.29326219,0.632787412
O35685,ctrl,2.885876698,0.460277771,O09174,iso,10.38352741,0.460277771,1.016344914,Q8VBT1,CaNrf2-TG,4.293248894,0.632786067
P61148,ctrl,2.882947971,0.459836805,P70296,iso,10.38593896,0.459836805,1.016445766,P36552,CaNrf2-TG,4.277088992,0.631148287
P09103,ctrl,2.865487838,0.45719857,P62918,iso,10.39777959,0.45719857,1.016940607,Q9R0H0,CaNrf2-TG,4.261037189,0.629515325
Q8BMJ2,ctrl,2.861158753,0.456541955,Q9CQF0,iso,10.40730279,0.456541955,1.01733819,Q9D1E6,CaNrf2-TG,4.257843891,0.629189734
Q9JHL1,ctrl,2.859718629,0.456323305,Q9JJL8,iso,10.40730279,0.456323305,1.01733819,P30999,CaNrf2-TG,4.235624121,0.626917413
P63005,ctrl,2.853972605,0.4554498,P62267,iso,10.43134428,0.4554498,1.018340279,P26231,CaNrf2-TG,4.232455864,0.626592438
O88667,ctrl,2.85396673,0.455448906,P45377,iso,10.44572812,0.455448906,1.018938718,A6H611,CaNrf2-TG,4.232442942,0.626591112
Q9CYT6,ctrl,2.845385053,0.454141046,P97823,iso,10.47453597,0.454141046,1.020134792,Q61595,CaNrf2-TG,4.22614643,0.625944541
P70398,ctrl,2.839696428,0.453271915,P82350,iso,10.48427965,0.453271915,1.020538597,Q5EG47,CaNrf2-TG,4.201146618,0.623367839
Q921N7,ctrl,2.817156132,0.449810917,Q60692,iso,10.48427965,0.449810917,1.020538597,P06909,CaNrf2-TG,4.182564765,0.621442675
Q64012,ctrl,2.814365159,0.449380446,Q9CPX7,iso,10.48427965,0.449380446,1.020538597,Q8QZY1,CaNrf2-TG,4.132345163,0.61619659
Q9EQU5,ctrl,2.814365159,0.449380446,O70250,iso,10.55235369,0.449380446,1.023349339,Q8C0I1,CaNrf2-TG,4.127841714,0.615723035
Q5EBG8,ctrl,2.81157971,0.4489504,P07310,iso,10.58191504,0.4489504,1.02456427,O70373,CaNrf2-TG,4.121852362,0.615092432
Q05144,ctrl,2.800481518,0.447232711,P47199,iso,10.59177868,0.447232711,1.024968898,Q99MR6,CaNrf2-TG,4.086266049,0.611326639
Q9Z1G4,ctrl,2.800481518,0.447232711,P00397,iso,10.62148026,0.447232711,1.026185046,Q8BYA0,CaNrf2-TG,4.074532119,0.610077746
Q6ZQ08,ctrl,2.79772347,0.446804786,P50247,iso,10.63149938,0.446804786,1.026594518,Q99LH2,CaNrf2-TG,4.074532119,0.610077746
Q9JLI8,ctrl,2.79772347,0.446804786,Q9D1I2,iso,10.65642525,0.446804786,1.027611543,P10605,CaNrf2-TG,4.07160019,0.609765126
P62334,ctrl,2.792223639,0.445950199,Q3UGR5,iso,10.66142446,0.445950199,1.027815234,Q6PAR5,CaNrf2-TG,4.06869636,0.60945528
Q8BGT5,ctrl,2.792223639,0.445950199,P62717,iso,10.69655068,0.445950199,1.029243753,P62932,CaNrf2-TG,4.06577282,0.609143108
P28654,ctrl,2.784003135,0.44466972,P31786,iso,10.701505,0.44466972,1.029444859,Q62167,CaNrf2-TG,4.06577282,0.609143108
Q9JIF0,ctrl,2.769077532,0.442335116,O09161,iso,10.71167573,0.442335116,1.029857417,Q8BHE8,CaNrf2-TG,4.062877293,0.608833706
Q8VDJ3,ctrl,2.759651476,0.440854237,Q91YM4,iso,10.7117585,0.440854237,1.029860773,O08677,CaNrf2-TG,4.057051101,0.608210478
Q9R0L6,ctrl,2.759651476,0.440854237,P68372,iso,10.73199221,0.440854237,1.030680349,Q9Z1G3,CaNrf2-TG,4.042617407,0.606662642
Q5DTJ9,ctrl,2.756973226,0.440432549,P63321,iso,10.74213775,0.440432549,1.031090717,P98156,CaNrf2-TG,4.039742983,0.606353735
P47811,ctrl,2.756304475,0.44032719,Q9CPV4,iso,10.7523025,0.44032719,1.031501474,P07759,CaNrf2-TG,4.02828605,0.605120302
Q9CU62,ctrl,2.751632291,0.439590397,Q3ULF4,iso,10.80341616,0.439590397,1.033561106,Q9CPR5,CaNrf2-TG,3.999902941,0.602049453
Q5DTX6,ctrl,2.741001422,0.437909261,P34884,iso,10.81884515,0.437909261,1.034180905,Q9WUL7,CaNrf2-TG,3.994278852,0.601438381
O09164,ctrl,2.72783048,0.435817378,P10493,iso,10.83940108,0.435817378,1.035005286,P54265,CaNrf2-TG,3.971917006,0.599000165
Q3TL26,ctrl,2.712204208,0.433322385,O55023,iso,10.83948583,0.433322385,1.035008682,Q9D832,CaNrf2-TG,3.952574505,0.596880065
Q62086,ctrl,2.712204208,0.433322385,P38060,iso,10.8550181,0.433322385,1.035630552,P61924,CaNrf2-TG,3.952574505,0.596880065
Q58A65,ctrl,2.696745453,0.430839955,Q64471,iso,10.8653977,0.430839955,1.036045627,Q9DCF9,CaNrf2-TG,3.947071391,0.596274982
Q9ERK4,ctrl,2.695466048,0.430633866,Q99KB8,iso,10.8653977,0.430633866,1.036045627,Q9R0M4,CaNrf2-TG,3.944342411,0.595974609
P61082,ctrl,2.691629879,0.430015341,Q9D404,iso,10.92809454,0.430015341,1.038544444,Q8K4L3,CaNrf2-TG,3.938862181,0.595370785
P29416,ctrl,2.691624653,0.430014497,Q64521,iso,10.93861443,0.430014497,1.038962314,Q3TZZ7,CaNrf2-TG,3.933397158,0.5947678
Q8K4L3,ctrl,2.690355321,0.429809642,P41105,iso,10.94915459,0.429809642,1.039380588,P28653,CaNrf2-TG,3.933397158,0.5947678
Q9QYB1,ctrl,2.683995402,0.428781768,Q60766,iso,11.01299958,0.428781768,1.041905623,Q8C0C7,CaNrf2-TG,3.919828427,0.593267058
Q61768,ctrl,2.673879776,0.427141877,Q8R0F8,iso,11.01299958,0.427141877,1.041905623,Q8BFZ1,CaNrf2-TG,3.911047806,0.592293125
Q8BYK6,ctrl,2.671365347,0.426733288,Q9CQL5,iso,11.01299958,0.426733288,1.041905623,Q3TVI8,CaNrf2-TG,3.895617268,0.590576282
Q9DCL9,ctrl,2.669482625,0.426427099,P09542,iso,11.01833903,0.426427099,1.042116131,O08663,CaNrf2-TG,3.890282424,0.589981131
Q9JK48,ctrl,2.663850351,0.425509824,O88322,iso,11.03438847,0.425509824,1.042748269,Q61584,CaNrf2-TG,3.878994253,0.588719136
Q8BGB8,ctrl,2.6588638,0.424696091,P62892,iso,11.03974868,0.424696091,1.042959187,P42232,CaNrf2-TG,3.8743652,0.588200555
Q8K4Z5,ctrl,2.651408737,0.423476683,Q9CQX2,iso,11.0451141,0.423476683,1.043170207,Q06890,CaNrf2-TG,3.871724985,0.587904501
Q9CQV1,ctrl,2.651408737,0.423476683,A2APY7,iso,11.0558606,0.423476683,1.043592554,Q80XI3,CaNrf2-TG,3.871724985,0.587904501
O54774,ctrl,2.642161083,0.421959291,Q9DBB8,iso,11.0558606,0.421959291,1.043592554,Q9WU28,CaNrf2-TG,3.853322329,0.585835339
P28653,ctrl,2.637862531,0.421252159,Q9D0Q7,iso,11.09905655,0.421252159,1.045286064,O54931,CaNrf2-TG,3.84810262,0.585246645
Q99L45,ctrl,2.637862531,0.421252159,Q9D880,iso,11.11525306,0.421252159,1.045919355,O70318,CaNrf2-TG,3.822193686,0.582312691
O08715,ctrl,2.63663336,0.421049743,Q9QY76,iso,11.12078135,0.421049743,1.046135302,Q6P4T2,CaNrf2-TG,3.804278661,0.580272321
P97290,ctrl,2.63663336,0.421049743,Q9R0P3,iso,11.12613654,0.421049743,1.046344385,Q9CRD2,CaNrf2-TG,3.794106319,0.579109497
Q9CR13,ctrl,2.630529602,0.420043193,P17710,iso,11.14805723,0.420043193,1.04719919,P32067,CaNrf2-TG,3.791584691,0.578820761
P19096,ctrl,2.626880893,0.419440382,P11531,iso,11.16448708,0.419440382,1.047838776,Q9DC77,CaNrf2-TG,3.791574321,0.578819573
Q91VK1,ctrl,2.626880893,0.419440382,Q8K411,iso,11.16997447,0.419440382,1.04805218,O55029,CaNrf2-TG,3.781469717,0.577660627
Q9ER72,ctrl,2.624454038,0.419038971,Q9CPQ3,iso,11.20853771,0.419038971,1.049548957,P61022,CaNrf2-TG,3.776442728,0.577082903
Q3UH68,ctrl,2.617190424,0.417835323,Q9CZS1,iso,11.20853771,0.417835323,1.049548957,Q8VEE0,CaNrf2-TG,3.776442728,0.577082903
O88653,ctrl,2.60518476,0.415838529,P82349,iso,11.23069364,0.415838529,1.05040658,Q64338,CaNrf2-TG,3.741604395,0.573057867
P05125,ctrl,2.60518476,0.415838529,Q9CZR8,iso,11.23069364,0.415838529,1.05040658,Q9QXZ0,CaNrf2-TG,3.731774077,0.571915343
Q6PGB6,ctrl,2.598032139,0.414644519,Q9DBF1,iso,11.31465664,0.414644519,1.053641379,Q9QYB1,CaNrf2-TG,3.726878263,0.571345207
P97742,ctrl,2.594472964,0.414049149,Q9JI75,iso,11.31465664,0.414049149,1.053641379,O54774,CaNrf2-TG,3.702570847,0.568503377
P55284,ctrl,2.588562628,0.413058677,P52196,iso,11.32029267,0.413058677,1.053857655,Q9CW03,CaNrf2-TG,3.697741445,0.567936541
Q5EBG6,ctrl,2.585024514,0.412464666,Q64727,iso,11.34289306,0.412464666,1.054723838,P98203,CaNrf2-TG,3.692944301,0.567372757
Q9CQK7,ctrl,2.581496058,0.411871466,O55028,iso,11.34298587,0.411871466,1.054727391,Q61081,CaNrf2-TG,3.692934463,0.567371601
Q8BVZ1,ctrl,2.5791523,0.411476988,O70423,iso,11.3884592,0.411476988,1.05646497,Q5SSW2,CaNrf2-TG,3.678578452,0.565680023
Q99020,ctrl,2.572146491,0.410295699,P61514,iso,11.43429859,0.410295699,1.058209529,Q8K0E8,CaNrf2-TG,3.671456806,0.564838423
Q60631,ctrl,2.569810143,0.409901039,Q8BVI4,iso,11.43429859,0.409901039,1.058209529,O70571,CaNrf2-TG,3.66434331,0.563996156
Q9EQW7,ctrl,2.566907554,0.409410228,Q9CPW2,iso,11.43429859,0.409410228,1.058209529,O35343,CaNrf2-TG,3.647864666,0.562038718
Q8BX02,ctrl,2.559391417,0.408136709,Q8JZQ2,iso,11.45158364,0.408136709,1.05886555,Q9QWW1,CaNrf2-TG,3.645514448,0.561758824
Q9Z130,ctrl,2.558238993,0.407941114,O35857,iso,11.45735695,0.407941114,1.059084443,Q8BWA5,CaNrf2-TG,3.638510578,0.560923642
P98192,ctrl,2.552487707,0.406963659,Q8BU88,iso,11.48050849,0.406963659,1.059961124,Q99MS7,CaNrf2-TG,3.624573788,0.559256945
Q80U63,ctrl,2.546762222,0.405988399,P35505,iso,11.49221465,0.405988399,1.060403729,Q5DTJ9,CaNrf2-TG,3.567645702,0.552381719
Q9QXZ0,ctrl,2.541067024,0.40501612,Q8CG76,iso,11.49793364,0.40501612,1.060619798,Q9DCZ1,CaNrf2-TG,3.560937569,0.55156436
Q9DC77,ctrl,2.541062366,0.405015324,P52503,iso,11.51828211,0.405015324,1.061387711,D3YYU8,CaNrf2-TG,3.558707126,0.551292248
Q9EPU0,ctrl,2.53879607,0.404627817,Q9WTR5,iso,11.52134538,0.404627817,1.061503196,P32261,CaNrf2-TG,3.540954632,0.549120362
