ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,ctrl_log_10_HL,os_log_10_HL,rs_uniprot,group_3,rs_half_life,rs_log_10_HL
P30115,ctrl,8.836429216,0.946276803,P97384,iso,3.271645532,0.946276803,0.514766244,Q8BYL4,CaNrf2-TG,13.00561356,1.114130846
Q11011,ctrl,8.836429216,0.946276803,Q01853,iso,3.288697115,0.946276803,0.517023877,P80313,CaNrf2-TG,12.99074499,1.113634058
Q9EP69,ctrl,8.822707354,0.945601874,Q8VEK3,iso,3.290594035,0.945601874,0.517274306,Q01730,CaNrf2-TG,12.97591038,1.113137837
Q9JIK9,ctrl,8.822707354,0.945601874,A2AUC9,iso,3.294417934,0.945601874,0.517778693,Q99N95,CaNrf2-TG,12.9611096,1.112642183
A2AAJ9,ctrl,8.815862392,0.945264803,P46471,iso,3.304004865,0.945264803,0.519040678,P63325,CaNrf2-TG,12.94634256,1.112147094
Q9DB15,ctrl,8.812387873,0.945093604,Q8VBT9,iso,3.304004865,0.945093604,0.519040678,A2AAJ9,CaNrf2-TG,12.94634256,1.112147094
Q9CVB6,ctrl,8.808972067,0.944925233,A3KG59,iso,3.305927374,0.944925233,0.519293309,P16858,CaNrf2-TG,12.91690918,1.111158606
Q7TQ95,ctrl,8.808916092,0.944922473,Q9DBG7,iso,3.305927374,0.944922473,0.519293309,Q9EP69,CaNrf2-TG,12.90224263,1.110665204
Q9D7N9,ctrl,8.808916092,0.944922473,Q8BUK6,iso,3.306889467,0.944922473,0.519419679,P35980,CaNrf2-TG,12.88760934,1.110172363
Q9DCN2,ctrl,8.79527948,0.944249644,Q5EBG6,iso,3.313639834,0.944249644,0.520305302,Q8K3H0,CaNrf2-TG,12.88760934,1.110172363
P60603,ctrl,8.78853271,0.943916373,P62077,iso,3.317509575,0.943916373,0.520812185,P28271,CaNrf2-TG,12.80050195,1.107227
Q8K4G1,ctrl,8.781685023,0.943577856,Q6PDI5,iso,3.32140428,0.943577856,0.521321741,Q9Z1J3,CaNrf2-TG,12.68594192,1.103322719
Q8R3F5,ctrl,8.774903542,0.943242351,P01831,iso,3.325292187,0.943242351,0.521829812,Q920A7,CaNrf2-TG,12.68594192,1.103322719
P14824,ctrl,8.768187983,0.942909852,O08599,iso,3.329189207,0.942909852,0.522338478,P62908,CaNrf2-TG,12.67179489,1.102838135
P22315,ctrl,8.768132526,0.942907105,P09055,iso,3.340935266,0.942907105,0.523868061,P12815,CaNrf2-TG,12.65767938,1.102354091
O35435,ctrl,8.754621794,0.942237389,Q9Z126,iso,3.340935266,0.942237389,0.523868061,Q9DC29,CaNrf2-TG,12.64359528,1.101870586
Q9D154,ctrl,8.754621794,0.942237389,P61161,iso,3.344869059,0.942237389,0.524379121,Q923D2,CaNrf2-TG,12.62954249,1.101387618
Q8R123,ctrl,8.74788203,0.941902918,O08715,iso,3.346847512,0.941902918,0.524635926,Q62165,CaNrf2-TG,12.62264274,1.10115029
Q8VE22,ctrl,8.734433587,0.941234747,P35283,iso,3.352772612,0.941234747,0.5254041,Q60854,CaNrf2-TG,12.5945468,1.100182545
Q61171,ctrl,8.727724859,0.940901047,Q99KR3,iso,3.37770448,0.940901047,0.52862165,A3KMP2,CaNrf2-TG,12.58757093,1.099941931
Q9CQ65,ctrl,8.727724859,0.940901047,Q61545,iso,3.38072751,0.940901047,0.529010168,Q63844,CaNrf2-TG,12.58757093,1.099941931
Q920A7,ctrl,8.674423775,0.938240635,Q9CRB6,iso,3.400964533,0.938240635,0.531602103,Q11011,CaNrf2-TG,12.57364233,1.099461102
Q9D8E6,ctrl,8.661145959,0.937575357,P62334,iso,3.400972877,0.937575357,0.531603168,Q8BFW7,CaNrf2-TG,12.57364233,1.099461102
Q8K0U4,ctrl,8.634873252,0.936255967,Q61937,iso,3.405057773,0.936255967,0.532124485,Q9D5T0,CaNrf2-TG,12.55974452,1.098980805
P13707,ctrl,8.621662527,0.93559102,Q9D7X8,iso,3.409144111,0.93559102,0.53264536,P49442,CaNrf2-TG,12.55974452,1.098980805
P14869,ctrl,8.618446529,0.935428992,P40124,iso,3.413240267,0.935428992,0.533166861,P56501,CaNrf2-TG,12.5458774,1.098501039
P61202,ctrl,8.595575156,0.934274942,Q62059,iso,3.413240267,0.934274942,0.533166861,Q80X85,CaNrf2-TG,12.53895532,1.098261355
Q9DC61,ctrl,8.595575156,0.934274942,Q8R1B4,iso,3.415283625,0.934274942,0.533426776,P62918,CaNrf2-TG,12.53884191,1.098257427
P37804,ctrl,8.59232533,0.934110712,Q8R0Y8,iso,3.421462182,0.934110712,0.534211744,P50462,CaNrf2-TG,12.53204087,1.098021803
O88456,ctrl,8.569645178,0.932962841,Q8VDM4,iso,3.421462182,0.932962841,0.534211744,Q6ZWN5,CaNrf2-TG,12.53204087,1.098021803
Q8CI51,ctrl,8.569645178,0.932962841,Q6P8X1,iso,3.425588011,0.932962841,0.53473513,Q8K1N1,CaNrf2-TG,12.53204087,1.098021803
Q8VDK1,ctrl,8.569645178,0.932962841,Q8BMK4,iso,3.429723803,0.932962841,0.535259148,P14094,CaNrf2-TG,12.51823483,1.097543094
Q61735,ctrl,8.556738767,0.932308273,Q99NB8,iso,3.429723803,0.932308273,0.535259148,Q9ET78,CaNrf2-TG,12.51823483,1.097543094
Q8BKY8,ctrl,8.556738767,0.932308273,P53810,iso,3.433886605,0.932308273,0.53578595,Q8VDC0,CaNrf2-TG,12.50445917,1.097064913
Q02566,ctrl,8.550300129,0.931981359,Q922Y1,iso,3.442208408,0.931981359,0.536837161,P17751,CaNrf2-TG,12.49071379,1.096587257
Q3TMH2,ctrl,8.550300129,0.931981359,Q9DBG6,iso,3.442208408,0.931981359,0.536837161,Q61171,CaNrf2-TG,12.49071379,1.096587257
Q8C0C7,ctrl,8.550300129,0.931981359,Q91WQ3,iso,3.445339493,0.931981359,0.537232022,P48036,CaNrf2-TG,12.49071379,1.096587257
Q8R0F8,ctrl,8.543871173,0.931654691,O35343,iso,3.446375886,0.931654691,0.537362643,Q9CXY6,CaNrf2-TG,12.43938087,1.094798765
Q78J03,ctrl,8.537451878,0.931328269,Q8VEE4,iso,3.454767018,0.931328269,0.538418765,P97370,CaNrf2-TG,12.43603317,1.094681872
Q8BP67,ctrl,8.537451878,0.931328269,Q80XL6,iso,3.456869034,0.931328269,0.538682926,O54734,CaNrf2-TG,12.42243773,1.094206828
Q99KK2,ctrl,8.534245847,0.931165149,Q60864,iso,3.461080749,0.931165149,0.539211732,P68368,CaNrf2-TG,12.40887199,1.093732304
Q61739,ctrl,8.521445763,0.930513284,A2AN08,iso,3.463207761,0.930513284,0.539478546,P51667,CaNrf2-TG,12.3818292,1.092784809
Q3UDE2,ctrl,8.51825174,0.930350471,Q6ZWX6,iso,3.463207761,0.930350471,0.539478546,Q924M7,CaNrf2-TG,12.3818292,1.092784809
P29341,ctrl,8.505499553,0.929699826,Q9D1G1,iso,3.463207761,0.929699826,0.539478546,P34884,CaNrf2-TG,12.34808103,1.091599471
P14206,ctrl,8.50231747,0.929537317,G5E8K5,iso,3.467426273,0.929537317,0.540007236,Q9CWJ9,CaNrf2-TG,12.32787644,1.090888273
Q80YD1,ctrl,8.50231747,0.929537317,Q9JJU8,iso,3.469543727,0.929537317,0.540272365,Q9QXD1,CaNrf2-TG,12.32787644,1.090888273
Q9CZX8,ctrl,8.502265324,0.929534654,Q9Z1Z0,iso,3.46955241,0.929534654,0.540273452,O08553,CaNrf2-TG,12.30118515,1.089946955
Q9CXI0,ctrl,8.49278549,0.929050155,Q9CX00,iso,3.471672463,0.929050155,0.540538745,Q9D0I9,CaNrf2-TG,12.30118515,1.089946955
P34884,ctrl,8.480109381,0.928401454,Q9ERK4,iso,3.482311707,0.928401454,0.541867643,P62071,CaNrf2-TG,12.29463941,1.089715796
Q91UZ5,ctrl,8.480109381,0.928401454,P61148,iso,3.482320454,0.928401454,0.541868734,Q9CPR4,CaNrf2-TG,12.28788279,1.08947706
Q9D2N4,ctrl,8.467471055,0.927753721,Q811I0,iso,3.486594454,0.927753721,0.542401435,Q6PD03,CaNrf2-TG,12.20866897,1.086668318
Q7TNG5,ctrl,8.467419336,0.927751068,Q99MR9,iso,3.48765582,0.927751068,0.54253362,Q9CWU6,CaNrf2-TG,12.20211389,1.086435074
P19258,ctrl,8.454870344,0.927106952,Q9CR13,iso,3.488735391,0.927106952,0.542668031,Q8CHS7,CaNrf2-TG,12.19556585,1.086201955
Q80ZK0,ctrl,8.454870344,0.927106952,P42932,iso,3.497334318,0.927106952,0.54373715,Q9D1R9,CaNrf2-TG,12.19556585,1.086201955
P62631,ctrl,8.448532554,0.926781282,Q9CXT8,iso,3.505966873,0.926781282,0.544807808,Q8BJZ4,CaNrf2-TG,12.16293078,1.085038235
P97447,ctrl,8.442307081,0.926461145,P59041,iso,3.510299151,0.926461145,0.545344129,P28352,CaNrf2-TG,12.15642471,1.084805865
Q5XJY4,ctrl,8.420308686,0.925328013,Q9WU28,iso,3.510299151,0.925328013,0.545344129,Q00PI9,CaNrf2-TG,12.14343344,1.084341497
Q62234,ctrl,8.392323569,0.92388222,Q8BZ52,iso,3.523360463,0.92388222,0.546957077,Q91UZ5,CaNrf2-TG,12.11753401,1.083414247
Q8VCW8,ctrl,8.392323569,0.92388222,Q60605,iso,3.527753815,0.92388222,0.54749827,P62855,CaNrf2-TG,12.10462568,1.082951364
Q64521,ctrl,8.367603614,0.922601099,Q7TT50,iso,3.532140137,0.922601099,0.548037926,Q9JII6,CaNrf2-TG,12.09174483,1.082488974
P61514,ctrl,8.355298166,0.921961953,P61022,iso,3.540945587,0.921961953,0.549119253,Q8CHP8,CaNrf2-TG,12.07889136,1.082027075
P38060,ctrl,8.343028858,0.921323746,Q6ZPE2,iso,3.554236389,0.921323746,0.550746309,O88448,CaNrf2-TG,12.06606518,1.081565667
Q9D6K8,ctrl,8.336907707,0.921004994,Q8R105,iso,3.554236389,0.921004994,0.550746309,Q99JX3,CaNrf2-TG,12.0595574,1.081331369
Q9DCD0,ctrl,8.333800399,0.920843095,P30416,iso,3.558707126,0.920843095,0.551292248,Q921S7,CaNrf2-TG,12.05326622,1.081104749
P97927,ctrl,8.330795531,0.920686475,P49312,iso,3.558707126,0.920686475,0.551292248,Q05BC3,CaNrf2-TG,12.04049438,1.080644319
P62880,ctrl,8.318598027,0.920050139,P57780,iso,3.563170809,0.920050139,0.551836642,Q8BVZ1,CaNrf2-TG,12.04049438,1.080644319
Q9CWJ9,ctrl,8.318598027,0.920050139,P68254,iso,3.564288479,0.920050139,0.551972847,P32921,CaNrf2-TG,12.02764523,1.080180609
Q9R062,ctrl,8.312512659,0.91973232,Q6P1F6,iso,3.565406851,0.91973232,0.552109095,Q8BYU6,CaNrf2-TG,12.01503173,1.079724922
P15532,ctrl,8.276186605,0.917830274,Q9DB70,iso,3.57213185,0.917830274,0.552927481,Q9DCN1,CaNrf2-TG,12.01503173,1.079724922
P62843,ctrl,8.276186605,0.917830274,P08003,iso,3.576629294,0.917830274,0.553473929,P62754,CaNrf2-TG,12.00234075,1.079265952
Q920Q6,ctrl,8.276137197,0.917827682,P28798,iso,3.576629294,0.917827682,0.553473929,P47754,CaNrf2-TG,11.98967655,1.078807467
Q8BQZ4,ctrl,8.258043993,0.916877192,P46656,iso,3.576629294,0.916877192,0.553473929,P14869,CaNrf2-TG,11.96422164,1.07788445
Q99N95,ctrl,8.258043993,0.916877192,Q91VK1,iso,3.576629294,0.916877192,0.553473929,Q61160,CaNrf2-TG,11.96422164,1.07788445
Q9D1H8,ctrl,8.252095987,0.916564271,P46638,iso,3.578891505,0.916564271,0.553748533,Q61831,CaNrf2-TG,11.96422164,1.07788445
P09925,ctrl,8.222191414,0.914987583,Q9D1P4,iso,3.578891505,0.914987583,0.553748533,Q9CZJ2,CaNrf2-TG,11.91404425,1.076059209
P47738,ctrl,8.189598943,0.913262634,P07724,iso,3.585658243,0.913262634,0.554568894,P14148,CaNrf2-TG,11.88911306,1.075149457
Q9CPV4,ctrl,8.1866488,0.91310616,Q60902,iso,3.585658243,0.91310616,0.554568894,Q8BMK4,CaNrf2-TG,11.87048303,1.074468392
Q9R1P4,ctrl,8.166057157,0.912012415,P80313,iso,3.587931893,0.912012415,0.554844191,O55028,CaNrf2-TG,11.86428599,1.074241607
Q9JII6,ctrl,8.157263843,0.91154451,Q91YN9,iso,3.590199131,0.91154451,0.555118537,P14115,CaNrf2-TG,11.86428599,1.074241607
Q9WUQ2,ctrl,8.157263843,0.91154451,Q9QZN4,iso,3.595889109,0.91154451,0.55580629,Q9DB29,CaNrf2-TG,11.86428599,1.074241607
O88342,ctrl,8.151412148,0.911232852,Q6ZQB6,iso,3.6027297,0.911232852,0.55663168,Q62234,CaNrf2-TG,11.8395624,1.073335651
P35979,ctrl,8.151412148,0.911232852,Q9D5V5,iso,3.603872329,0.911232852,0.556769397,P97429,CaNrf2-TG,11.8395624,1.073335651
P61358,ctrl,8.142602502,0.910763234,Q9Z1W9,iso,3.603872329,0.910763234,0.556769397,Q62188,CaNrf2-TG,11.8395624,1.073335651
P14131,ctrl,8.139733907,0.910610208,O70435,iso,3.608450104,0.910610208,0.557320705,Q9R112,CaNrf2-TG,11.8272392,1.07288338
P97352,ctrl,8.139686114,0.910607658,Q8BG32,iso,3.615338615,0.910607658,0.55814898,Q9CY27,CaNrf2-TG,11.81494163,1.07243158
Q8BJ71,ctrl,8.116430004,0.909365048,Q9R0K7,iso,3.617640633,0.909365048,0.558425423,Q8BJW6,CaNrf2-TG,11.81494163,1.07243158
Q6P5F9,ctrl,8.104899097,0.908747612,Q8VHX6,iso,3.617650074,0.908747612,0.558426556,P70296,CaNrf2-TG,11.8026696,1.07198025
P97315,ctrl,8.093259158,0.908123447,Q8CIZ8,iso,3.622272405,0.908123447,0.558981107,Q8K0Z7,CaNrf2-TG,11.79042305,1.071529388
Q8BL97,ctrl,8.081746832,0.907505242,Q61599,iso,3.624573788,0.907505242,0.559256945,O35206,CaNrf2-TG,11.76600602,1.070629066
P70695,ctrl,8.073181073,0.907044693,Q9QZ06,iso,3.626887585,0.907044693,0.559534095,A2A5R2,CaNrf2-TG,11.76600602,1.070629066
P62702,ctrl,8.064539623,0.90657958,Q5SSW2,iso,3.626897074,0.90657958,0.559535231,O09131,CaNrf2-TG,11.75383539,1.070179604
Q60597,ctrl,8.058820157,0.906271464,P19001,iso,3.631533568,0.906271464,0.560090063,P58771,CaNrf2-TG,11.75383539,1.070179604
Q62009,ctrl,8.055963466,0.906117488,Q3U0S6,iso,3.631533568,0.906117488,0.560090063,Q60710,CaNrf2-TG,11.7174741,1.068834002
Q61792,ctrl,8.047405531,0.905655887,Q76MZ3,iso,3.631533568,0.905655887,0.560090063,O35639,CaNrf2-TG,11.7174741,1.068834002
P62918,ctrl,8.030344091,0.904734155,Q923T9,iso,3.633856263,0.904734155,0.560367745,Q93092,CaNrf2-TG,11.69325934,1.067935582
Q9CPU0,ctrl,8.02467301,0.904427345,P80317,iso,3.636181931,0.904427345,0.560645604,Q9JJI8,CaNrf2-TG,11.67533592,1.067269385
Q9DBB8,ctrl,8.02467301,0.904427345,P17225,iso,3.639685576,0.904427345,0.561063868,Q9WUB3,CaNrf2-TG,11.66934091,1.067046327
Q80X19,ctrl,8.002068558,0.903202268,Q8C1B7,iso,3.647864666,0.903202268,0.562038718,B9EJ86,CaNrf2-TG,11.66325392,1.066819731
Q61234,ctrl,7.99081402,0.902591023,P27546,iso,3.650198694,0.902591023,0.562316505,Q80TV8,CaNrf2-TG,11.6454223,1.066155242
Q9WUM4,ctrl,7.973991447,0.901675766,Q9CZD3,iso,3.650198694,0.901675766,0.562316505,Q91VH6,CaNrf2-TG,11.62140669,1.0652587
O55234,ctrl,7.968399652,0.901371108,Q3U7R1,iso,3.652545334,0.901371108,0.562595615,Q8BH79,CaNrf2-TG,11.62140669,1.0652587
Q9EPX2,ctrl,7.968399652,0.901371108,Q6URW6,iso,3.654904629,0.901371108,0.562876049,P97355,CaNrf2-TG,11.62140669,1.0652587
Q3U9G9,ctrl,7.962815694,0.901066664,Q5ND29,iso,3.654914265,0.901066664,0.562877194,Q99JT1,CaNrf2-TG,11.62140669,1.0652587
P62908,ctrl,7.957239557,0.900762433,O08663,iso,3.659622714,0.900762433,0.563436314,Q9DCC4,CaNrf2-TG,11.62140669,1.0652587
P62751,ctrl,7.946110678,0.90015461,Q3KNM2,iso,3.659622714,0.90015461,0.563436314,P62631,CaNrf2-TG,11.59768398,1.064371271
Q05816,ctrl,7.923855464,0.898936545,Q8C7X2,iso,3.66434331,0.898936545,0.563996156,P14824,CaNrf2-TG,11.5858589,1.063928235
Q9ES83,ctrl,7.91833374,0.898633802,O88587,iso,3.673821132,0.898633802,0.565118008,Q05793,CaNrf2-TG,11.57405792,1.063485651
Q9CZD3,ctrl,7.896323584,0.897424937,O70194,iso,3.673830868,0.897424937,0.565119159,Q8K183,CaNrf2-TG,11.57405792,1.063485651
P63158,ctrl,7.885409181,0.896824234,P31938,iso,3.688139963,0.896824234,0.566807394,Q9JMC3,CaNrf2-TG,11.56826297,1.063268152
P15626,ctrl,7.8798961,0.896520491,Q9WVA4,iso,3.692944301,0.896520491,0.567372757,Q0II04,CaNrf2-TG,11.55062416,1.062605453
Q9R0N0,ctrl,7.868982365,0.895918572,Q9D0F3,iso,3.695346242,0.895918572,0.567655137,Q14C51,CaNrf2-TG,11.55052792,1.062601834
O88844,ctrl,7.863536826,0.895617925,Q5FW53,iso,3.697751309,0.895617925,0.567937699,Q9CY50,CaNrf2-TG,11.53879876,1.062160599
P38647,ctrl,7.863536826,0.895617925,Q64514,iso,3.709823757,0.895617925,0.569353278,P97494,CaNrf2-TG,11.48050849,1.059961124
Q9CR57,ctrl,7.858098818,0.895317486,Q8BG95,iso,3.718331454,0.895317486,0.5703481,Q3URE1,CaNrf2-TG,11.48050849,1.059961124
P16045,ctrl,7.852668327,0.895017255,Q03958,iso,3.7195486,0.895017255,0.570490238,Q9Z2Y8,CaNrf2-TG,11.46313607,1.059303448
O70468,ctrl,7.847245336,0.894717231,Q8BFZ3,iso,3.726878263,0.894717231,0.571345207,Q8R1Q8,CaNrf2-TG,11.45735695,1.059084443
P31001,ctrl,7.847245336,0.894717231,Q68FL6,iso,3.741604395,0.894717231,0.573057867,Q61703,CaNrf2-TG,11.45735695,1.059084443
P15116,ctrl,7.814864036,0.892921427,Q80VD1,iso,3.766428741,0.892921427,0.575929755,P31428,CaNrf2-TG,11.41133286,1.057336374
P17742,ctrl,7.81213363,0.892769663,Q9R0P5,iso,3.771429087,0.892769663,0.576505946,Q99KF1,CaNrf2-TG,11.39988455,1.056900453
P97351,ctrl,7.780040862,0.890981878,Q8C8R3,iso,3.781469717,0.890981878,0.577660627,Q02111,CaNrf2-TG,11.39979081,1.056896882
Q9CQS4,ctrl,7.774674083,0.890682192,O88712,iso,3.786510106,0.890682192,0.57823912,Q9D8H7,CaNrf2-TG,11.39416901,1.056682657
Q8VCT3,ctrl,7.772015255,0.890533644,P42225,iso,3.786510106,0.890533644,0.57823912,A2A863,CaNrf2-TG,11.3884592,1.05646497
Q8VCA8,ctrl,7.750809923,0.889347087,Q6ZQ08,iso,3.791584691,0.889347087,0.578820761,P16125,CaNrf2-TG,11.38836564,1.056461402
P28271,ctrl,7.719218003,0.887573306,Q8C0I1,iso,3.791584691,0.887573306,0.578820761,P48787,CaNrf2-TG,11.37705672,1.056029923
Q99PT1,ctrl,7.708744515,0.886983652,Q8CHH9,iso,3.791584691,0.886983652,0.578820761,Q9D379,CaNrf2-TG,11.37136404,1.055812563
P47754,ctrl,7.695692555,0.886247709,Q6PIE5,iso,3.7966521,0.886247709,0.579400803,P97443,CaNrf2-TG,11.36558387,1.055591751
Q8VBV7,ctrl,7.690441475,0.885951271,Q93092,iso,3.806827661,0.885951271,0.580563216,P82348,CaNrf2-TG,11.34298587,1.054727391
O09167,ctrl,7.677493887,0.885219479,P26039,iso,3.811935923,0.885219479,0.581145592,P06151,CaNrf2-TG,11.34289306,1.054723838
Q99J99,ctrl,7.669720779,0.884779553,Q8BP92,iso,3.817057913,0.884779553,0.581728749,Q9CZM2,CaNrf2-TG,11.27536101,1.052130456
Q8K0Z7,ctrl,7.669678346,0.884777151,Q9QYG0,iso,3.817057913,0.884777151,0.581728749,Q8BWB1,CaNrf2-TG,11.27526931,1.052126924
Q9DAR7,ctrl,7.661963396,0.884340073,P23927,iso,3.832527995,0.884340073,0.583485336,O54984,CaNrf2-TG,11.26409225,1.051696198
Q9D7H3,ctrl,7.651644595,0.88375479,P56959,iso,3.832527995,0.88375479,0.583485336,Q02566,CaNrf2-TG,11.25293733,1.0512659
P54822,ctrl,7.631048144,0.882584194,Q7TSE6,iso,3.832527995,0.882584194,0.583485336,P47964,CaNrf2-TG,11.23078462,1.050410099
P01831,ctrl,7.631006138,0.882581803,O55131,iso,3.835104395,0.882581803,0.58377719,Q91YJ5,CaNrf2-TG,11.20853771,1.049548957
Q6PB66,ctrl,7.60296574,0.880983033,Q9WVJ2,iso,3.840299516,0.880983033,0.584365098,P53702,CaNrf2-TG,11.18646903,1.048693025
Q9D0I9,ctrl,7.587693476,0.880109778,O88543,iso,3.842897032,0.880109778,0.584658748,O35864,CaNrf2-TG,11.17546725,1.04826569
P62830,ctrl,7.585160979,0.879964802,P31230,iso,3.842897032,0.879964802,0.584658748,Q3URD3,CaNrf2-TG,11.15352847,1.04741228
Q7TQD2,ctrl,7.575047873,0.879385382,Q9CR88,iso,3.84810262,0.879385382,0.585246645,Q99M87,CaNrf2-TG,11.13167567,1.046560544
Q03249,ctrl,7.570042763,0.879098333,Q9JIF9,iso,3.84810262,0.879098333,0.585246645,O35350,CaNrf2-TG,11.12078135,1.046135302
Q9EPC1,ctrl,7.547334283,0.877793586,Q9EQH2,iso,3.849406221,0.877793586,0.585393744,P82349,CaNrf2-TG,11.10990833,1.045710475
Q8BZW8,ctrl,7.544869713,0.877651745,Q6PA06,iso,3.850710706,0.877651745,0.585540892,Q9CY73,CaNrf2-TG,11.09354983,1.045070539
Q91W89,ctrl,7.53486369,0.8770754,Q9CQ48,iso,3.853322329,0.8770754,0.585835339,P19123,CaNrf2-TG,11.08272997,1.044646752
P54116,ctrl,7.524843326,0.876497462,Q9JKF7,iso,3.853322329,0.876497462,0.585835339,O70503,CaNrf2-TG,11.07741647,1.044438484
Q6ZWN5,ctrl,7.465477404,0.873057585,Q8K212,iso,3.869088365,0.873057585,0.587608649,Q9DBG1,CaNrf2-TG,11.0719312,1.044223378
P56375,ctrl,7.453275633,0.872347182,Q9D1R1,iso,3.869088365,0.872347182,0.587608649,Q9EQI8,CaNrf2-TG,11.06662804,1.044015313
Q8R0P4,ctrl,7.4410338,0.871633277,Q7TSH2,iso,3.8743652,0.871633277,0.588200555,P06683,CaNrf2-TG,11.0558606,1.043592554
Q9CPR4,ctrl,7.438598241,0.871491103,Q91V61,iso,3.8743652,0.871491103,0.588200555,Q60692,CaNrf2-TG,11.02359599,1.042323288
O08600,ctrl,7.436164275,0.871348975,Q9CWK8,iso,3.8743652,0.871348975,0.588200555,Q8BJ71,CaNrf2-TG,11.02359599,1.042323288
O55028,ctrl,7.436164275,0.871348975,P27773,iso,3.879656449,0.871348975,0.58879327,O70433,CaNrf2-TG,10.9916063,1.041061164
Q99JR5,ctrl,7.436164275,0.871348975,Q7TMY8,iso,3.879656449,0.871348975,0.58879327,Q9JK42,CaNrf2-TG,10.99151915,1.041057721
Q9CQM5,ctrl,7.431301119,0.871064859,Q62465,iso,3.895617268,0.871064859,0.590576282,P04117,CaNrf2-TG,10.97568097,1.040431475
Q01815,ctrl,7.426444319,0.870780929,Q9CQM9,iso,3.895617268,0.870780929,0.590576282,P47199,CaNrf2-TG,10.97029597,1.040218345
Q9CQN3,ctrl,7.426444319,0.870780929,Q9WVL3,iso,3.896964221,0.870780929,0.590726418,O08600,CaNrf2-TG,10.95971509,1.039799264
P68368,ctrl,7.421593864,0.870497185,P62331,iso,3.900966765,0.870497185,0.59117225,Q9EQH3,CaNrf2-TG,10.94915459,1.039380588
Q7TSV4,ctrl,7.416749741,0.870213625,Q8BXN7,iso,3.900966765,0.870213625,0.59117225,O89053,CaNrf2-TG,10.94915459,1.039380588
Q99M87,ctrl,7.416749741,0.870213625,Q8BU30,iso,3.903658018,0.870213625,0.591471764,O70423,CaNrf2-TG,10.93861443,1.038962314
P06151,ctrl,7.411911937,0.869930251,O08528,iso,3.906352988,0.869930251,0.591771485,Q8K1M6,CaNrf2-TG,10.92809454,1.038544444
A2AMM0,ctrl,7.407080441,0.869647061,O88685,iso,3.906352988,0.869647061,0.591771485,P21278,CaNrf2-TG,10.92292824,1.038339081
P47911,ctrl,7.407080441,0.869647061,Q8BZA9,iso,3.906352988,0.869647061,0.591771485,Q04447,CaNrf2-TG,10.90720117,1.037713323
Q8C7H1,ctrl,7.407080441,0.869647061,P61164,iso,3.910374851,0.869647061,0.592218391,Q76MZ3,CaNrf2-TG,10.90711535,1.037709906
Q99KK9,ctrl,7.36865405,0.867388167,Q61387,iso,3.917125907,0.867388167,0.592967531,Q80Y14,CaNrf2-TG,10.90711535,1.037709906
Q8BWB1,ctrl,7.354307728,0.866541798,Q91V41,iso,3.917125907,0.866541798,0.592967531,P61164,CaNrf2-TG,10.89665593,1.037293238
P50396,ctrl,7.344800451,0.865980001,Q91ZJ5,iso,3.922534679,0.865980001,0.593566792,Q62407,CaNrf2-TG,10.88621656,1.036876969
P50608,ctrl,7.344761537,0.8659777,Q9EQ06,iso,3.922534679,0.8659777,0.593566792,Q9R1P1,CaNrf2-TG,10.88621656,1.036876969
Q9QXS1,ctrl,7.332912077,0.865276478,Q07076,iso,3.92524467,0.865276478,0.593866733,Q9D967,CaNrf2-TG,10.87059494,1.036253313
Q6P9R2,ctrl,7.331748622,0.865207566,Q9WV32,iso,3.927958409,0.865207566,0.594166881,Q8BLF1,CaNrf2-TG,10.8653977,1.036045627
P50462,ctrl,7.32822173,0.864998601,P70704,iso,3.930007317,0.864998601,0.594393359,Q99KN9,CaNrf2-TG,10.8550181,1.035630552
P23591,ctrl,7.325859449,0.864858582,P62137,iso,3.933397158,0.864858582,0.5947678,Q9Z1Q2,CaNrf2-TG,10.84983573,1.035423163
Q99PL5,ctrl,7.32110079,0.864576386,Q8BSY0,iso,3.941594788,0.864576386,0.595671975,P61089,CaNrf2-TG,10.83431828,1.03480159
Q9JK53,ctrl,7.316425535,0.864298957,P29758,iso,3.944342411,0.864298957,0.595974609,Q5SSK3,CaNrf2-TG,10.82399795,1.034387701
P23492,ctrl,7.316386922,0.864296665,Q78ZA7,iso,3.944342411,0.864296665,0.595974609,Q9JKL4,CaNrf2-TG,10.80333197,1.033557721
Q80UP8,ctrl,7.31167912,0.864017124,Q02248,iso,3.947082629,0.864017124,0.596276218,Q8VCM8,CaNrf2-TG,10.79828293,1.033354702
P48774,ctrl,7.28355905,0.862343646,Q9CPW4,iso,3.949826658,0.862343646,0.596578037,P63158,CaNrf2-TG,10.78291249,1.032736081
Q9Z2I8,ctrl,7.276562796,0.861926282,Q9CWU6,iso,3.949826658,0.861926282,0.596578037,O08579,CaNrf2-TG,10.78282862,1.032732703
Q64310,ctrl,7.274233697,0.861787249,P26040,iso,3.955326177,0.861787249,0.597182304,Q9Z2A9,CaNrf2-TG,10.77771493,1.032526693
Q8BTY1,ctrl,7.274233697,0.861787249,Q62087,iso,3.955326177,0.861787249,0.597182304,O88544,CaNrf2-TG,10.77268981,1.032324155
Q9CZJ2,ctrl,7.274233697,0.861787249,Q9CR16,iso,3.958081683,0.861787249,0.597484753,P54116,CaNrf2-TG,10.7624865,1.03191262
