ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,os_log_10_HL
Q8BFZ9,ctrl,10.38827379,1.016543387,Q8K3W2,iso,2.836860637,0.452838001
Q8CC88,ctrl,10.35042379,1.014958132,Q61768,iso,2.838986949,0.453163396
Q9WVK4,ctrl,10.33160204,1.014167669,O54774,iso,2.842537895,0.453706263
Q9DCA2,ctrl,10.3222168,1.013772977,P54923,iso,2.842537895,0.453706263
P62849,ctrl,10.31284861,1.013378642,Q62348,iso,2.845385053,0.454141046
P60867,ctrl,10.3034974,1.012984666,Q8BJS4,iso,2.846816619,0.454359492
Q8BJZ4,ctrl,10.27554525,1.011804876,P62814,iso,2.848243773,0.454577157
Q9Z2D6,ctrl,10.18794727,1.008086689,P63011,iso,2.848243773,0.454577157
O70622,ctrl,10.17433882,1.007506196,Q9CQY6,iso,2.848249625,0.454578049
P27659,ctrl,10.16978587,1.007311809,Q52KR3,iso,2.853972605,0.4554498
O09131,ctrl,10.15600265,1.006722805,Q6PCP5,iso,2.856842728,0.455886333
P06745,ctrl,10.11982335,1.005172932,P10852,iso,2.859718629,0.456323305
Q91Z53,ctrl,10.09969592,1.004308298,Q4VAA2,iso,2.859718629,0.456323305
Q9D338,ctrl,10.09285759,1.004014145,Q9CWX2,iso,2.862600327,0.456760717
Q9WTI7,ctrl,10.0393549,1.001705807,O35737,iso,2.871292265,0.458077401
Q8K4Z3,ctrl,10.03499458,1.001517142,P63280,iso,2.871292265,0.458077401
Q63918,ctrl,10.03492194,1.001513998,P54265,iso,2.878566008,0.459176193
Q9D880,ctrl,10.03049289,1.001322274,Q62448,iso,2.878566008,0.459176193
Q99N94,ctrl,10.02164651,1.00093908,Q8BRF7,iso,2.880025182,0.459396285
P62301,ctrl,9.995200735,0.999791521,Q6P549,iso,2.882947971,0.459836805
P42232,ctrl,9.986416467,0.999409674,Q9CWZ7,iso,2.882947971,0.459836805
Q9WUA2,ctrl,9.951433256,0.997885635,Q9JLV1,iso,2.882947971,0.459836805
P61971,ctrl,9.934033401,0.997125616,P61087,iso,2.885876698,0.460277771
Q9R111,ctrl,9.925356271,0.996746105,P61979,iso,2.891764105,0.461162863
O35639,ctrl,9.916694287,0.996366925,P52430,iso,2.897663468,0.462047946
P04117,ctrl,9.916694287,0.996366925,Q62009,iso,2.897663468,0.462047946
P00329,ctrl,9.907976594,0.995984972,Q3TJZ6,iso,2.903593033,0.462935746
Q9Z2W0,ctrl,9.864897822,0.994092591,Q3UPL0,iso,2.906563878,0.463379872
O35972,ctrl,9.856340996,0.99371572,Q9CQE8,iso,2.909546915,0.463825364
P47963,ctrl,9.847799002,0.993339176,Q9CZ04,iso,2.911031561,0.464046914
Q8R1G2,ctrl,9.839271801,0.992962958,P10126,iso,2.912529962,0.464270402
P21550,ctrl,9.813778572,0.991836255,Q8R050,iso,2.918514444,0.465161847
Q60854,ctrl,9.813778572,0.991836255,Q80X50,iso,2.930563688,0.466951164
Q9CQ92,ctrl,9.803160679,0.991366121,Q9D0R2,iso,2.936628807,0.467849055
Q9D1B9,ctrl,9.796856351,0.99108674,P60766,iso,2.944244038,0.468973804
P62075,ctrl,9.788417106,0.990712467,Q9JK92,iso,2.944244038,0.468973804
Q9JHU2,ctrl,9.72974706,0.98810155,Q8VE88,iso,2.948822128,0.469648577
Q8C1A5,ctrl,9.721422989,0.98772984,O35566,iso,2.9488284,0.469649501
Q9JKS4,ctrl,9.721422989,0.98772984,Q6PD03,iso,2.951892581,0.47010055
P17182,ctrl,9.713113149,0.987358448,O70571,iso,2.956507117,0.470778929
Q62165,ctrl,9.696536016,0.986616615,P70398,iso,2.965773261,0.472137945
Q91XD6,ctrl,9.696536016,0.986616615,Q8BWY3,iso,2.967315858,0.472363778
Q3ULJ0,ctrl,9.66348356,0.985133712,O54950,iso,2.976656377,0.473728703
P51855,ctrl,9.638824961,0.984024094,Q91W92,iso,2.976656377,0.473728703
Q9DB60,ctrl,9.638824961,0.984024094,Q9CYT6,iso,2.976656377,0.473728703
Q9D6Y7,ctrl,9.622567008,0.983290944,Q61586,iso,2.984480897,0.474868803
P49817,ctrl,9.622500216,0.98328793,O35286,iso,2.986043022,0.475096061
Q3UGR5,ctrl,9.614358562,0.982920315,P16675,iso,2.989185073,0.475552805
Q9R112,ctrl,9.606230675,0.982553011,O08810,iso,2.998663998,0.476927806
Q9D7A8,ctrl,9.598116518,0.982186018,O35685,iso,2.998663998,0.476927806
Q3URE1,ctrl,9.581929258,0.98145296,Q63850,iso,3.00183268,0.477386481
P21981,ctrl,9.557816379,0.980358683,A6H611,iso,3.005008066,0.477845642
Q9Z1J3,ctrl,9.557750483,0.980355689,P11438,iso,3.009790295,0.478536238
Q924M7,ctrl,9.517722556,0.978533041,Q6P9Q6,iso,3.012975999,0.478995672
Q3URS9,ctrl,9.501805104,0.977806118,Q99L47,iso,3.012975999,0.478995672
Q99N84,ctrl,9.485940805,0.97708041,O88746,iso,3.013775117,0.479110843
O55222,ctrl,9.440528184,0.974996293,Q9Z1Z2,iso,3.014574659,0.479226044
Q8R104,ctrl,9.438664169,0.974910534,P24270,iso,3.016181579,0.479457483
Q8BGY7,ctrl,9.430702194,0.974544031,P26043,iso,3.038779751,0.482699224
Q05793,ctrl,9.422881737,0.97418374,Q9D820,iso,3.039592617,0.482815381
Q9D1I6,ctrl,9.422881737,0.97418374,P18242,iso,3.04039925,0.482930617
Q9JKL4,ctrl,9.415074239,0.973823749,Q62188,iso,3.04039925,0.482930617
Q9CY16,ctrl,9.399497994,0.97310466,Q3UMF0,iso,3.050206299,0.484329214
Q80X85,ctrl,9.391792809,0.972748503,Q9JIS8,iso,3.050206299,0.484329214
P12367,ctrl,9.391729182,0.972745561,P11983,iso,3.053484906,0.484795777
P97443,ctrl,9.383973202,0.972386759,P53994,iso,3.053484906,0.484795777
Q8CC35,ctrl,9.376230021,0.972028253,Q9CQV1,iso,3.058416053,0.485496565
Q9D009,ctrl,9.376230021,0.972028253,O08579,iso,3.06006331,0.485730412
Q59J78,ctrl,9.360781933,0.971312128,Q9JMH9,iso,3.060887604,0.485847383
Q9ER88,ctrl,9.360781933,0.971312128,Q8BVQ5,iso,3.069997832,0.487138069
Q99KR7,ctrl,9.330037966,0.969883411,Q8C5H8,iso,3.069997832,0.487138069
Q8VDT9,ctrl,9.318560979,0.969348851,P46737,iso,3.073319147,0.487607662
P19123,ctrl,9.314741588,0.969170811,Q9Z2X1,iso,3.073319147,0.487607662
Q9CY73,ctrl,9.30330218,0.968637127,Q99K48,iso,3.076647657,0.488077763
P16858,ctrl,9.299495285,0.968459379,Q9D1D4,iso,3.076647657,0.488077763
Q9CZ30,ctrl,9.295629173,0.96827879,Q61035,iso,3.083326352,0.489019495
P14148,ctrl,9.291890834,0.968104099,P57776,iso,3.086676585,0.489491127
O35857,ctrl,9.26915192,0.96704,Q9D4H8,iso,3.088361313,0.489728104
P42925,ctrl,9.26915192,0.96704,P49813,iso,3.091722502,0.490200507
Q8BHC4,ctrl,9.26915192,0.96704,P68510,iso,3.093412745,0.49043787
Q62426,ctrl,9.269089944,0.967037096,Q64010,iso,3.093412745,0.49043787
Q9CYR0,ctrl,9.265310991,0.966860001,Q9QXG4,iso,3.093412745,0.49043787
Q9ET78,ctrl,9.261596993,0.966685879,Q9WUA2,iso,3.112484477,0.493107194
A2ASQ1,ctrl,9.257762322,0.966506027,Q9DBG5,iso,3.115471258,0.493523749
P62242,ctrl,9.239005926,0.965625246,E9Q557,iso,3.117187574,0.493762936
P25444,ctrl,9.208933034,0.964209315,O70133,iso,3.117187574,0.493762936
Q9DCV4,ctrl,9.208933034,0.964209315,Q60749,iso,3.117187574,0.493762936
P47753,ctrl,9.186597844,0.963154705,Q9CYZ2,iso,3.124043631,0.494717091
P62270,ctrl,9.171828492,0.962455925,Q00898,iso,3.125769408,0.494956936
Q8K183,ctrl,9.164431319,0.962105521,P60229,iso,3.138720464,0.496752639
P50516,ctrl,9.164370735,0.96210265,Q8CDN6,iso,3.144808224,0.497594166
Q6NSR8,ctrl,9.164370735,0.96210265,Q6P1B1,iso,3.158795722,0.499521541
Q91VW3,ctrl,9.164370735,0.96210265,Q922R8,iso,3.162319274,0.500005715
P26883,ctrl,9.153297466,0.961577576,Q61553,iso,3.165850696,0.500490429
P09041,ctrl,9.142250924,0.961053137,A2AQ25,iso,3.167615747,0.500732493
O08709,ctrl,9.120237636,0.960006154,Q9ET26,iso,3.176470607,0.501944841
Q7TPR4,ctrl,9.120237636,0.960006154,Q9EQK5,iso,3.194344402,0.504381738
P09542,ctrl,9.094629411,0.958785007,Q80VP1,iso,3.1997414,0.505114881
P20152,ctrl,9.092899475,0.95870239,P09405,iso,3.206973249,0.506095337
Q922E6,ctrl,9.091050962,0.958614092,P54728,iso,3.212413041,0.50683138
P61089,ctrl,9.076527565,0.957919731,Q8R5C5,iso,3.212420485,0.506832387
Q01768,ctrl,9.076468138,0.957916887,P97461,iso,3.216057295,0.507323777
P47740,ctrl,9.062050498,0.957226478,Q8BH04,iso,3.216057295,0.507323777
O35206,ctrl,9.047560491,0.956531495,Q6GQT9,iso,3.21787132,0.507568673
P53026,ctrl,9.036767539,0.956013111,Q61990,iso,3.219702348,0.507815724
P61922,ctrl,9.018895069,0.955153334,Q99LR1,iso,3.223355673,0.508308229
Q9D020,ctrl,9.015258702,0.954978194,Q8R361,iso,3.228851232,0.509048036
P84104,ctrl,9.004484146,0.954458838,P32020,iso,3.239906332,0.510532455
Q80Y14,ctrl,9.004484146,0.954458838,P22599,iso,3.24176253,0.510781198
Q9D8Z2,ctrl,8.997354334,0.954114824,P70670,iso,3.24176253,0.510781198
Q62407,ctrl,8.990235805,0.953771083,O08795,iso,3.245466117,0.511277079
P47962,ctrl,8.961873973,0.952398832,P18872,iso,3.245466117,0.511277079
P48771,ctrl,8.940719756,0.951372482,Q91VU6,iso,3.245466117,0.511277079
P28474,ctrl,8.92667234,0.950689594,Q9WVJ3,iso,3.252898738,0.512270544
P10649,ctrl,8.905626577,0.949664481,P62869,iso,3.25662783,0.51276813
Q9JMH6,ctrl,8.888268573,0.948817169,Q8BG05,iso,3.260365481,0.513266286
Q8VCR7,ctrl,8.8778521,0.948307906,Q9DCM0,iso,3.260365481,0.513266286
P57784,ctrl,8.864001388,0.947629815,O35226,iso,3.261301235,0.513390915
Q3U0B3,ctrl,8.857092227,0.947291167,Q8CIN4,iso,3.267881988,0.514266365
Q9Z0S1,ctrl,8.843249754,0.946611891,Q99P72,iso,3.269754965,0.514515208
P30115,ctrl,8.836429216,0.946276803,P97384,iso,3.271645532,0.514766244
Q11011,ctrl,8.836429216,0.946276803,Q01853,iso,3.288697115,0.517023877
Q9EP69,ctrl,8.822707354,0.945601874,Q8VEK3,iso,3.290594035,0.517274306
Q9JIK9,ctrl,8.822707354,0.945601874,A2AUC9,iso,3.294417934,0.517778693
A2AAJ9,ctrl,8.815862392,0.945264803,P46471,iso,3.304004865,0.519040678
Q9DB15,ctrl,8.812387873,0.945093604,Q8VBT9,iso,3.304004865,0.519040678
Q9CVB6,ctrl,8.808972067,0.944925233,A3KG59,iso,3.305927374,0.519293309
Q7TQ95,ctrl,8.808916092,0.944922473,Q9DBG7,iso,3.305927374,0.519293309
Q9D7N9,ctrl,8.808916092,0.944922473,Q8BUK6,iso,3.306889467,0.519419679
Q9DCN2,ctrl,8.79527948,0.944249644,Q5EBG6,iso,3.313639834,0.520305302
P60603,ctrl,8.78853271,0.943916373,P62077,iso,3.317509575,0.520812185
Q8K4G1,ctrl,8.781685023,0.943577856,Q6PDI5,iso,3.32140428,0.521321741
Q8R3F5,ctrl,8.774903542,0.943242351,P01831,iso,3.325292187,0.521829812
P14824,ctrl,8.768187983,0.942909852,O08599,iso,3.329189207,0.522338478
P22315,ctrl,8.768132526,0.942907105,P09055,iso,3.340935266,0.523868061
O35435,ctrl,8.754621794,0.942237389,Q9Z126,iso,3.340935266,0.523868061
Q9D154,ctrl,8.754621794,0.942237389,P61161,iso,3.344869059,0.524379121
Q8R123,ctrl,8.74788203,0.941902918,O08715,iso,3.346847512,0.524635926
Q8VE22,ctrl,8.734433587,0.941234747,P35283,iso,3.352772612,0.5254041
Q61171,ctrl,8.727724859,0.940901047,Q99KR3,iso,3.37770448,0.52862165
Q9CQ65,ctrl,8.727724859,0.940901047,Q61545,iso,3.38072751,0.529010168
Q920A7,ctrl,8.674423775,0.938240635,Q9CRB6,iso,3.400964533,0.531602103
Q9D8E6,ctrl,8.661145959,0.937575357,P62334,iso,3.400972877,0.531603168
Q8K0U4,ctrl,8.634873252,0.936255967,Q61937,iso,3.405057773,0.532124485
P13707,ctrl,8.621662527,0.93559102,Q9D7X8,iso,3.409144111,0.53264536
P14869,ctrl,8.618446529,0.935428992,P40124,iso,3.413240267,0.533166861
P61202,ctrl,8.595575156,0.934274942,Q62059,iso,3.413240267,0.533166861
Q9DC61,ctrl,8.595575156,0.934274942,Q8R1B4,iso,3.415283625,0.533426776
P37804,ctrl,8.59232533,0.934110712,Q8R0Y8,iso,3.421462182,0.534211744
O88456,ctrl,8.569645178,0.932962841,Q8VDM4,iso,3.421462182,0.534211744
Q8CI51,ctrl,8.569645178,0.932962841,Q6P8X1,iso,3.425588011,0.53473513
Q8VDK1,ctrl,8.569645178,0.932962841,Q8BMK4,iso,3.429723803,0.535259148
Q61735,ctrl,8.556738767,0.932308273,Q99NB8,iso,3.429723803,0.535259148
Q8BKY8,ctrl,8.556738767,0.932308273,P53810,iso,3.433886605,0.53578595
Q02566,ctrl,8.550300129,0.931981359,Q922Y1,iso,3.442208408,0.536837161
Q3TMH2,ctrl,8.550300129,0.931981359,Q9DBG6,iso,3.442208408,0.536837161
Q8C0C7,ctrl,8.550300129,0.931981359,Q91WQ3,iso,3.445339493,0.537232022
Q8R0F8,ctrl,8.543871173,0.931654691,O35343,iso,3.446375886,0.537362643
Q78J03,ctrl,8.537451878,0.931328269,Q8VEE4,iso,3.454767018,0.538418765
Q8BP67,ctrl,8.537451878,0.931328269,Q80XL6,iso,3.456869034,0.538682926
Q99KK2,ctrl,8.534245847,0.931165149,Q60864,iso,3.461080749,0.539211732
Q61739,ctrl,8.521445763,0.930513284,A2AN08,iso,3.463207761,0.539478546
Q3UDE2,ctrl,8.51825174,0.930350471,Q6ZWX6,iso,3.463207761,0.539478546
P29341,ctrl,8.505499553,0.929699826,Q9D1G1,iso,3.463207761,0.539478546
P14206,ctrl,8.50231747,0.929537317,G5E8K5,iso,3.467426273,0.540007236
Q80YD1,ctrl,8.50231747,0.929537317,Q9JJU8,iso,3.469543727,0.540272365
Q9CZX8,ctrl,8.502265324,0.929534654,Q9Z1Z0,iso,3.46955241,0.540273452
Q9CXI0,ctrl,8.49278549,0.929050155,Q9CX00,iso,3.471672463,0.540538745
P34884,ctrl,8.480109381,0.928401454,Q9ERK4,iso,3.482311707,0.541867643
Q91UZ5,ctrl,8.480109381,0.928401454,P61148,iso,3.482320454,0.541868734
Q9D2N4,ctrl,8.467471055,0.927753721,Q811I0,iso,3.486594454,0.542401435
Q7TNG5,ctrl,8.467419336,0.927751068,Q99MR9,iso,3.48765582,0.54253362
P19258,ctrl,8.454870344,0.927106952,Q9CR13,iso,3.488735391,0.542668031
Q80ZK0,ctrl,8.454870344,0.927106952,P42932,iso,3.497334318,0.54373715
P62631,ctrl,8.448532554,0.926781282,Q9CXT8,iso,3.505966873,0.544807808
P97447,ctrl,8.442307081,0.926461145,P59041,iso,3.510299151,0.545344129
Q5XJY4,ctrl,8.420308686,0.925328013,Q9WU28,iso,3.510299151,0.545344129
Q62234,ctrl,8.392323569,0.92388222,Q8BZ52,iso,3.523360463,0.546957077
Q8VCW8,ctrl,8.392323569,0.92388222,Q60605,iso,3.527753815,0.54749827
Q64521,ctrl,8.367603614,0.922601099,Q7TT50,iso,3.532140137,0.548037926
P61514,ctrl,8.355298166,0.921961953,P61022,iso,3.540945587,0.549119253
P38060,ctrl,8.343028858,0.921323746,Q6ZPE2,iso,3.554236389,0.550746309
Q9D6K8,ctrl,8.336907707,0.921004994,Q8R105,iso,3.554236389,0.550746309
Q9DCD0,ctrl,8.333800399,0.920843095,P30416,iso,3.558707126,0.551292248
P97927,ctrl,8.330795531,0.920686475,P49312,iso,3.558707126,0.551292248
P62880,ctrl,8.318598027,0.920050139,P57780,iso,3.563170809,0.551836642
Q9CWJ9,ctrl,8.318598027,0.920050139,P68254,iso,3.564288479,0.551972847
Q9R062,ctrl,8.312512659,0.91973232,Q6P1F6,iso,3.565406851,0.552109095
P15532,ctrl,8.276186605,0.917830274,Q9DB70,iso,3.57213185,0.552927481
P62843,ctrl,8.276186605,0.917830274,P08003,iso,3.576629294,0.553473929
Q920Q6,ctrl,8.276137197,0.917827682,P28798,iso,3.576629294,0.553473929
Q8BQZ4,ctrl,8.258043993,0.916877192,P46656,iso,3.576629294,0.553473929
Q99N95,ctrl,8.258043993,0.916877192,Q91VK1,iso,3.576629294,0.553473929
Q9D1H8,ctrl,8.252095987,0.916564271,P46638,iso,3.578891505,0.553748533
P09925,ctrl,8.222191414,0.914987583,Q9D1P4,iso,3.578891505,0.553748533
P47738,ctrl,8.189598943,0.913262634,P07724,iso,3.585658243,0.554568894
Q9CPV4,ctrl,8.1866488,0.91310616,Q60902,iso,3.585658243,0.554568894
Q9R1P4,ctrl,8.166057157,0.912012415,P80313,iso,3.587931893,0.554844191
Q9JII6,ctrl,8.157263843,0.91154451,Q91YN9,iso,3.590199131,0.555118537
Q9WUQ2,ctrl,8.157263843,0.91154451,Q9QZN4,iso,3.595889109,0.55580629
O88342,ctrl,8.151412148,0.911232852,Q6ZQB6,iso,3.6027297,0.55663168
P35979,ctrl,8.151412148,0.911232852,Q9D5V5,iso,3.603872329,0.556769397
P61358,ctrl,8.142602502,0.910763234,Q9Z1W9,iso,3.603872329,0.556769397
P14131,ctrl,8.139733907,0.910610208,O70435,iso,3.608450104,0.557320705
P97352,ctrl,8.139686114,0.910607658,Q8BG32,iso,3.615338615,0.55814898
Q8BJ71,ctrl,8.116430004,0.909365048,Q9R0K7,iso,3.617640633,0.558425423
Q6P5F9,ctrl,8.104899097,0.908747612,Q8VHX6,iso,3.617650074,0.558426556
P97315,ctrl,8.093259158,0.908123447,Q8CIZ8,iso,3.622272405,0.558981107
Q8BL97,ctrl,8.081746832,0.907505242,Q61599,iso,3.624573788,0.559256945
P70695,ctrl,8.073181073,0.907044693,Q9QZ06,iso,3.626887585,0.559534095
P62702,ctrl,8.064539623,0.90657958,Q5SSW2,iso,3.626897074,0.559535231
Q60597,ctrl,8.058820157,0.906271464,P19001,iso,3.631533568,0.560090063
Q62009,ctrl,8.055963466,0.906117488,Q3U0S6,iso,3.631533568,0.560090063
Q61792,ctrl,8.047405531,0.905655887,Q76MZ3,iso,3.631533568,0.560090063
P62918,ctrl,8.030344091,0.904734155,Q923T9,iso,3.633856263,0.560367745
Q9CPU0,ctrl,8.02467301,0.904427345,P80317,iso,3.636181931,0.560645604
Q9DBB8,ctrl,8.02467301,0.904427345,P17225,iso,3.639685576,0.561063868
Q80X19,ctrl,8.002068558,0.903202268,Q8C1B7,iso,3.647864666,0.562038718
Q61234,ctrl,7.99081402,0.902591023,P27546,iso,3.650198694,0.562316505
Q9WUM4,ctrl,7.973991447,0.901675766,Q9CZD3,iso,3.650198694,0.562316505
O55234,ctrl,7.968399652,0.901371108,Q3U7R1,iso,3.652545334,0.562595615
Q9EPX2,ctrl,7.968399652,0.901371108,Q6URW6,iso,3.654904629,0.562876049
Q3U9G9,ctrl,7.962815694,0.901066664,Q5ND29,iso,3.654914265,0.562877194
P62908,ctrl,7.957239557,0.900762433,O08663,iso,3.659622714,0.563436314
P62751,ctrl,7.946110678,0.90015461,Q3KNM2,iso,3.659622714,0.563436314
Q05816,ctrl,7.923855464,0.898936545,Q8C7X2,iso,3.66434331,0.563996156
Q9ES83,ctrl,7.91833374,0.898633802,O88587,iso,3.673821132,0.565118008
Q9CZD3,ctrl,7.896323584,0.897424937,O70194,iso,3.673830868,0.565119159
P63158,ctrl,7.885409181,0.896824234,P31938,iso,3.688139963,0.566807394
P15626,ctrl,7.8798961,0.896520491,Q9WVA4,iso,3.692944301,0.567372757
Q9R0N0,ctrl,7.868982365,0.895918572,Q9D0F3,iso,3.695346242,0.567655137
O88844,ctrl,7.863536826,0.895617925,Q5FW53,iso,3.697751309,0.567937699
P38647,ctrl,7.863536826,0.895617925,Q64514,iso,3.709823757,0.569353278
Q9CR57,ctrl,7.858098818,0.895317486,Q8BG95,iso,3.718331454,0.5703481
P16045,ctrl,7.852668327,0.895017255,Q03958,iso,3.7195486,0.570490238
O70468,ctrl,7.847245336,0.894717231,Q8BFZ3,iso,3.726878263,0.571345207
P31001,ctrl,7.847245336,0.894717231,Q68FL6,iso,3.741604395,0.573057867
P15116,ctrl,7.814864036,0.892921427,Q80VD1,iso,3.766428741,0.575929755
P17742,ctrl,7.81213363,0.892769663,Q9R0P5,iso,3.771429087,0.576505946
P97351,ctrl,7.780040862,0.890981878,Q8C8R3,iso,3.781469717,0.577660627
Q9CQS4,ctrl,7.774674083,0.890682192,O88712,iso,3.786510106,0.57823912
Q8VCT3,ctrl,7.772015255,0.890533644,P42225,iso,3.786510106,0.57823912
Q8VCA8,ctrl,7.750809923,0.889347087,Q6ZQ08,iso,3.791584691,0.578820761
P28271,ctrl,7.719218003,0.887573306,Q8C0I1,iso,3.791584691,0.578820761
Q99PT1,ctrl,7.708744515,0.886983652,Q8CHH9,iso,3.791584691,0.578820761
P47754,ctrl,7.695692555,0.886247709,Q6PIE5,iso,3.7966521,0.579400803
Q8VBV7,ctrl,7.690441475,0.885951271,Q93092,iso,3.806827661,0.580563216
O09167,ctrl,7.677493887,0.885219479,P26039,iso,3.811935923,0.581145592
Q99J99,ctrl,7.669720779,0.884779553,Q8BP92,iso,3.817057913,0.581728749
Q8K0Z7,ctrl,7.669678346,0.884777151,Q9QYG0,iso,3.817057913,0.581728749
Q9DAR7,ctrl,7.661963396,0.884340073,P23927,iso,3.832527995,0.583485336
Q9D7H3,ctrl,7.651644595,0.88375479,P56959,iso,3.832527995,0.583485336
P54822,ctrl,7.631048144,0.882584194,Q7TSE6,iso,3.832527995,0.583485336
P01831,ctrl,7.631006138,0.882581803,O55131,iso,3.835104395,0.58377719
Q6PB66,ctrl,7.60296574,0.880983033,Q9WVJ2,iso,3.840299516,0.584365098
Q9D0I9,ctrl,7.587693476,0.880109778,O88543,iso,3.842897032,0.584658748
P62830,ctrl,7.585160979,0.879964802,P31230,iso,3.842897032,0.584658748
Q7TQD2,ctrl,7.575047873,0.879385382,Q9CR88,iso,3.84810262,0.585246645
Q03249,ctrl,7.570042763,0.879098333,Q9JIF9,iso,3.84810262,0.585246645
Q9EPC1,ctrl,7.547334283,0.877793586,Q9EQH2,iso,3.849406221,0.585393744
Q8BZW8,ctrl,7.544869713,0.877651745,Q6PA06,iso,3.850710706,0.585540892
Q91W89,ctrl,7.53486369,0.8770754,Q9CQ48,iso,3.853322329,0.585835339
P54116,ctrl,7.524843326,0.876497462,Q9JKF7,iso,3.853322329,0.585835339
Q6ZWN5,ctrl,7.465477404,0.873057585,Q8K212,iso,3.869088365,0.587608649
P56375,ctrl,7.453275633,0.872347182,Q9D1R1,iso,3.869088365,0.587608649
Q8R0P4,ctrl,7.4410338,0.871633277,Q7TSH2,iso,3.8743652,0.588200555
Q9CPR4,ctrl,7.438598241,0.871491103,Q91V61,iso,3.8743652,0.588200555
O08600,ctrl,7.436164275,0.871348975,Q9CWK8,iso,3.8743652,0.588200555
O55028,ctrl,7.436164275,0.871348975,P27773,iso,3.879656449,0.58879327
Q99JR5,ctrl,7.436164275,0.871348975,Q7TMY8,iso,3.879656449,0.58879327
Q9CQM5,ctrl,7.431301119,0.871064859,Q62465,iso,3.895617268,0.590576282
Q01815,ctrl,7.426444319,0.870780929,Q9CQM9,iso,3.895617268,0.590576282
Q9CQN3,ctrl,7.426444319,0.870780929,Q9WVL3,iso,3.896964221,0.590726418
P68368,ctrl,7.421593864,0.870497185,P62331,iso,3.900966765,0.59117225
Q7TSV4,ctrl,7.416749741,0.870213625,Q8BXN7,iso,3.900966765,0.59117225
Q99M87,ctrl,7.416749741,0.870213625,Q8BU30,iso,3.903658018,0.591471764
P06151,ctrl,7.411911937,0.869930251,O08528,iso,3.906352988,0.591771485
A2AMM0,ctrl,7.407080441,0.869647061,O88685,iso,3.906352988,0.591771485
P47911,ctrl,7.407080441,0.869647061,Q8BZA9,iso,3.906352988,0.591771485
Q8C7H1,ctrl,7.407080441,0.869647061,P61164,iso,3.910374851,0.592218391
Q99KK9,ctrl,7.36865405,0.867388167,Q61387,iso,3.917125907,0.592967531
Q8BWB1,ctrl,7.354307728,0.866541798,Q91V41,iso,3.917125907,0.592967531
P50396,ctrl,7.344800451,0.865980001,Q91ZJ5,iso,3.922534679,0.593566792
P50608,ctrl,7.344761537,0.8659777,Q9EQ06,iso,3.922534679,0.593566792
Q9QXS1,ctrl,7.332912077,0.865276478,Q07076,iso,3.92524467,0.593866733
Q6P9R2,ctrl,7.331748622,0.865207566,Q9WV32,iso,3.927958409,0.594166881
P50462,ctrl,7.32822173,0.864998601,P70704,iso,3.930007317,0.594393359
P23591,ctrl,7.325859449,0.864858582,P62137,iso,3.933397158,0.5947678
Q99PL5,ctrl,7.32110079,0.864576386,Q8BSY0,iso,3.941594788,0.595671975
Q9JK53,ctrl,7.316425535,0.864298957,P29758,iso,3.944342411,0.595974609
P23492,ctrl,7.316386922,0.864296665,Q78ZA7,iso,3.944342411,0.595974609
Q80UP8,ctrl,7.31167912,0.864017124,Q02248,iso,3.947082629,0.596276218
P48774,ctrl,7.28355905,0.862343646,Q9CPW4,iso,3.949826658,0.596578037
Q9Z2I8,ctrl,7.276562796,0.861926282,Q9CWU6,iso,3.949826658,0.596578037
Q64310,ctrl,7.274233697,0.861787249,P26040,iso,3.955326177,0.597182304
Q8BTY1,ctrl,7.274233697,0.861787249,Q62087,iso,3.955326177,0.597182304
Q9CZJ2,ctrl,7.274233697,0.861787249,Q9CR16,iso,3.958081683,0.597484753
P63325,ctrl,7.264932193,0.861231565,D3Z7P3,iso,3.960841032,0.597787412
Q91WU5,ctrl,7.262572485,0.86109048,Q3TXS7,iso,3.960841032,0.597787412
Q9EPB4,ctrl,7.255654446,0.860676591,Q99JI4,iso,3.960841032,0.597787412
Q8CEE7,ctrl,7.237169861,0.859568766,Q9WU78,iso,3.96360423,0.598090283
Q9D6Z1,ctrl,7.214121069,0.858183426,Q9JKR6,iso,3.964987276,0.598241798
P52480,ctrl,7.209543914,0.857907792,P80314,iso,3.984463206,0.600369821
P35700,ctrl,7.200407007,0.857357046,P48722,iso,3.994980998,0.601514718
Q8K1M6,ctrl,7.186744988,0.856532235,P11499,iso,3.997088918,0.60174381
P60670,ctrl,7.182202495,0.856257645,Q68FD5,iso,3.999902941,0.602049453
P62874,ctrl,7.182202495,0.856257645,P09470,iso,4.00554289,0.602661386
P58771,ctrl,7.159575894,0.854887297,P46978,iso,4.008368834,0.602967677
O88986,ctrl,7.15506767,0.854613746,Q8BTX9,iso,4.011198767,0.603274183
P48036,ctrl,7.15506767,0.854613746,Q9Z0E6,iso,4.011198767,0.603274183
Q9CZM2,ctrl,7.121436114,0.852567583,Q3TEA8,iso,4.016870639,0.603887846
P12849,ctrl,7.110295744,0.851887665,Q9QZQ1,iso,4.016870639,0.603887846
Q9D898,ctrl,7.110295744,0.851887665,P31428,iso,4.028274344,0.60511904
Q61160,ctrl,7.103591836,0.851477999,P16015,iso,4.02828605,0.605120302
P16332,ctrl,7.099153819,0.851206586,Q9WUM4,iso,4.02828605,0.605120302
