ctrl_uniprot,group_1,ctrl_half_life,ctrl_log_10_HL,os_uniprot,group_2,os_half_life,os_log_10_HL
Q9DCF9,ctrl,1.018048055,0.007768278,Q9DC69,iso,17.82235885,1.250965184
P50518,ctrl,1.006498276,0.002813035,P15327,iso,17.99213966,1.255082814
P03953,ctrl,0.984168867,-0.006930377,Q9R0Q3,iso,17.99213966,1.255082814
P07309,ctrl,0.981447335,-0.008133,Q8BH59,iso,18.02067337,1.255771015
P42227,ctrl,0.972372092,-0.012167514,Q8BMS4,iso,18.03473957,1.256109875
P54728,ctrl,0.96872193,-0.013800869,Q8VE37,iso,18.04929773,1.256460309
Q8BJU0,ctrl,0.946518944,-0.02387069,P42669,iso,18.16471031,1.259228476
P06684,ctrl,0.94235607,-0.025784967,Q9CQJ8,iso,18.16471031,1.259228476
Q00623,ctrl,0.941106673,-0.026361147,Q91XF0,iso,18.19379444,1.259923284
Q8N7N5,ctrl,0.930008172,-0.031513235,Q8BFR5,iso,18.25224301,1.261316242
Q91ZB0,ctrl,0.890344168,-0.050442082,Q60759,iso,18.26667318,1.261659459
Q64314,ctrl,0.862224166,-0.064379809,P03893,iso,18.31106833,1.262713683
A6H6E2,ctrl,0.847805568,-0.071703736,Q9Z2I9,iso,18.31106833,1.262713683
Q07456,ctrl,0.831906727,-0.079925364,Q03265,iso,18.38537918,1.264472591
Q8R361,ctrl,0.816593209,-0.087994236,Q91WS0,iso,18.42986388,1.265522128
Q920Q8,ctrl,0.806387819,-0.093456041,Q8BP40,iso,18.48984156,1.26693319
P32261,ctrl,0.798226058,-0.097874099,Q791V5,iso,18.51997704,1.267640444
Q9CS72,ctrl,0.778953592,-0.108488415,Q60931,iso,18.5502109,1.268348852
Q91VW5,ctrl,0.76716647,-0.115110387,Q8BIJ6,iso,18.67993965,1.271375469
P21614,ctrl,0.758963759,-0.119778962,Q9D6J5,iso,18.69530641,1.271732588
Q8K0E8,ctrl,0.739973835,-0.130783636,Q9DCS3,iso,18.70287312,1.271908328
P19221,ctrl,0.735373816,-0.133491838,Q9JLT4,iso,18.70287312,1.271908328
Q5I043,ctrl,0.724859797,-0.139745987,P97807,iso,18.74941655,1.272987758
O08759,ctrl,0.713206102,-0.14678495,Q924D0,iso,18.74941655,1.272987758
P29699,ctrl,0.709640649,-0.148961516,Q8C3X2,iso,18.82733541,1.27478886
Q8VCM7,ctrl,0.706110666,-0.151127228,O55126,iso,18.84268963,1.275142895
Q9D1L0,ctrl,0.693349985,-0.159047489,P03930,iso,18.85063245,1.275325926
Q8VDC1,ctrl,0.67392941,-0.171385591,Q9D172,iso,18.87398722,1.275863657
Q8K0L0,ctrl,0.668849226,-0.174671771,Q9CR61,iso,18.88993243,1.276230404
P29788,ctrl,0.619789514,-0.207755776,Q8K370,iso,18.92138729,1.276952975
P06909,ctrl,0.612304063,-0.213032859,Q9D051,iso,18.93689535,1.277308779
Q01339,ctrl,0.601918854,-0.220462053,Q8JZN5,iso,18.98461232,1.278401733
Q3UIJ9,ctrl,0.589912494,-0.229212406,Q8QZS1,iso,19.00022424,1.278758727
P35385,ctrl,0.553998316,-0.256491556,Q9Z2Z6,iso,19.00022424,1.278758727
P06683,ctrl,0.546322901,-0.262550594,Q8R4N0,iso,19.01638355,1.279127928
Q62318,ctrl,0.538040366,-0.269185141,P45952,iso,19.03230908,1.279491482
Q91ZP3,ctrl,0.538040366,-0.269185141,Q8BYM8,iso,19.03230908,1.279491482
Q9D2N9,ctrl,0.508003706,-0.294133119,Q3TL44,iso,19.0482613,1.27985534
Q9Z1Q2,ctrl,0.505966606,-0.295878146,Q8C6K9,iso,19.0482613,1.27985534
P01027,ctrl,0.504393719,-0.29723033,P35486,iso,19.07210865,1.280398712
,,,,P12787,iso,19.08024611,1.280583972
,,,,Q9D6R2,iso,19.08024611,1.280583972
,,,,Q99L13,iso,19.09627882,1.280948747
,,,,Q9DCS9,iso,19.1123385,1.281313829
,,,,P48962,iso,19.23378602,1.28406478
,,,,P00405,iso,19.29079444,1.285350113
,,,,P00848,iso,19.32359963,1.286088031
,,,,Q9D1H9,iso,19.39795653,1.287755982
,,,,Q62425,iso,19.57324092,1.291662742
,,,,Q99KI0,iso,19.71800929,1.294863067
,,,,Q01149,iso,19.7438454,1.295431742
,,,,O08749,iso,19.81269631,1.296943583
,,,,Q78IK4,iso,19.91687778,1.299221258
,,,,Q4VAE3,iso,19.93406133,1.29959579
,,,,Q9DCJ5,iso,20.00424764,1.301122222
,,,,Q7TNS2,iso,20.03952646,1.301887455
,,,,P53395,iso,20.11045872,1.303421977
,,,,Q9CQX8,iso,20.14640626,1.304197587
,,,,Q64433,iso,20.21839339,1.305746642
,,,,Q9CQQ7,iso,20.32689679,1.308071082
,,,,Q9CQZ6,iso,20.34509402,1.308459701
,,,,P56480,iso,20.35405543,1.308650953
,,,,Q91ZA3,iso,20.41790917,1.310011268
,,,,Q9JLZ3,iso,20.43657106,1.31040803
,,,,O09111,iso,20.5009444,1.311773868
,,,,Q5SUC9,iso,20.52857043,1.312358707
,,,,Q9DCX2,iso,20.56572456,1.313144015
,,,,Q9CZP5,iso,20.60301342,1.313930745
,,,,Q8QZT1,iso,20.71600534,1.316306014
,,,,Q99LC5,iso,20.71631491,1.316312504
,,,,Q9DCW4,iso,20.72529655,1.316500753
,,,,Q9Z0X1,iso,20.8490399,1.319086061
,,,,P03911,iso,20.94543198,1.321089322
,,,,Q9CZ13,iso,20.95493018,1.321286218
,,,,Q8CAQ8,iso,21.08143921,1.323900256
,,,,Q9CQH3,iso,21.12030167,1.324700117
,,,,P20108,iso,21.17967368,1.325919265
,,,,O35855,iso,21.24914717,1.327341504
,,,,Q9CR68,iso,21.25892288,1.327541257
,,,,Q8BKZ9,iso,21.33876737,1.329169329
,,,,Q9D855,iso,21.41921389,1.330803528
,,,,Q07417,iso,21.43942038,1.33121304
,,,,Q9CQC7,iso,21.44970387,1.331421301
,,,,P51174,iso,21.48028078,1.332039954
,,,,P19783,iso,21.53099061,1.333064011
,,,,P48772,iso,21.87343181,1.339916927
,,,,P56391,iso,21.89415902,1.340328268
,,,,Q9WUM5,iso,21.91561846,1.340753731
,,,,Q8BWF0,iso,22.00048183,1.342432192
,,,,Q9D2G2,iso,22.04316046,1.343273862
,,,,P63038,iso,22.06421075,1.343688397
,,,,Q9CPQ1,iso,22.1180714,1.344747256
,,,,Q99MN9,iso,22.1290164,1.344962111
,,,,P50171,iso,22.17219565,1.345808702
,,,,Q99LY9,iso,22.25870428,1.34749988
,,,,Q8CHT0,iso,22.28052654,1.34792545
,,,,Q9DB77,iso,22.43485178,1.350923205
,,,,P17665,iso,22.47923401,1.351781508
,,,,P08249,iso,22.60790882,1.354260393
,,,,Q9D0M3,iso,22.6811466,1.355665006
,,,,Q9QX60,iso,22.74925927,1.35696726
,,,,P09671,iso,22.95645428,1.36090481
,,,,Q921G7,iso,23.07260437,1.363096619
,,,,Q8R164,iso,23.12031957,1.363993833
,,,,Q9CQ75,iso,23.12031957,1.363993833
,,,,Q8BMS1,iso,23.19071165,1.365314076
,,,,P04919,iso,23.23813801,1.366201327
,,,,P56135,iso,23.40606404,1.369328389
,,,,Q9D3D9,iso,23.41792562,1.369548422
,,,,Q9DB20,iso,23.46628684,1.370444375
,,,,Q9CXA2,iso,23.47820955,1.370664975
,,,,Q91VR2,iso,23.49054242,1.370893045
,,,,Q9CR62,iso,23.55160139,1.372020442
,,,,P42125,iso,23.58806828,1.372692376
,,,,P02088,iso,23.62464828,1.373365352
,,,,P40630,iso,23.84817411,1.377455134
,,,,Q9CPQ8,iso,23.99927916,1.380198197
,,,,Q9ERS2,iso,24.10108416,1.382036579
,,,,P02089,iso,24.22998499,1.384353145
,,,,Q3ULD5,iso,24.29495384,1.385516078
,,,,Q9JHW2,iso,24.3073075,1.385736855
,,,,O35129,iso,24.33376095,1.386209237
,,,,O08756,iso,24.34658168,1.386437994
,,,,Q8BMF4,iso,24.41174828,1.387598883
,,,,P62897,iso,24.54400271,1.38994539
,,,,P00158,iso,24.65049186,1.391825589
,,,,Q9CQ54,iso,24.70452394,1.392776489
,,,,Q06185,iso,24.7314083,1.393248848
,,,,Q99LB2,iso,24.89395132,1.396093836
,,,,Q9WUR2,iso,25.00350554,1.398000902
,,,,P54071,iso,25.03059297,1.398471138
,,,,Q9QXX4,iso,25.1281401,1.400160345
,,,,Q3UIU2,iso,25.36631281,1.404257344
,,,,Q8BGH2,iso,25.69638661,1.409872058
,,,,Q9CQ69,iso,25.754628,1.410855281
,,,,P05202,iso,25.79824254,1.411590121
,,,,P19536,iso,25.97516135,1.414558254
,,,,P47934,iso,25.97516135,1.414558254
,,,,Q8BH95,iso,26.15551038,1.417563199
,,,,Q61425,iso,26.21585403,1.41856401
,,,,Q9CXJ4,iso,26.53702835,1.423852288
,,,,Q9CZU6,iso,26.61446708,1.425117774
,,,,Q60675,iso,26.64618385,1.42563502
,,,,Q61941,iso,26.69287304,1.426395321
,,,,Q8VD26,iso,27.12320951,1.433341079
,,,,P01942,iso,27.22067156,1.434898835
,,,,Q8BWT1,iso,27.51785226,1.439614535
,,,,P51175,iso,27.61762613,1.441186346
,,,,Q9QZM2,iso,28.0615028,1.448110925
,,,,Q9CRB9,iso,28.09619507,1.44864751
,,,,P56382,iso,28.43039234,1.453782853
,,,,Q9QYR9,iso,28.5198807,1.455147705
,,,,Q9CQ62,iso,28.88233595,1.460632315
,,,,Q91VT4,iso,29.25412259,1.466187077
,,,,P43274,iso,29.59764211,1.471257114
,,,,Q8BPE4,iso,29.7130993,1.472947954
,,,,Q04857,iso,30.59442005,1.485642225
,,,,Q8K1R3,iso,31.09677795,1.492715393
,,,,Q9CZB0,iso,31.92755323,1.504165638
,,,,P00920,iso,32.10798502,1.506613052
,,,,A6H584,iso,32.47503657,1.511549649
,,,,P13634,iso,32.75588018,1.515289274
,,,,P21619,iso,34.76077233,1.541089417
,,,,Q8K4F5,iso,35.19228171,1.546447425
,,,,P62806,iso,35.74581922,1.553225255
,,,,P14733,iso,35.83081833,1.554256727
,,,,Q02788,iso,36.78832262,1.565709986
,,,,P43276,iso,38.53600826,1.585866726
,,,,Q61210,iso,42.42286435,1.627599988
